movie_name,genres,percentage_ROI_gross_budget,gross,budget,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
gulliver's travels,"adventure,comedy,family",0,42779261,112000000,5.0,31230.0,Joe Stillman,"writer,producer,miscellaneous",2010-12-25 00:00:00,2010,85.0,20th Cent…,"3,089"
blue valentine,"drama,romance",900,9737892,1000000,7.15,85883.0,Derek Cianfrance,"director,writer,cinematographer",2010-12-29 00:00:00,2010,112.0,Weinstein…,450
snatched,thriller,100,45852178,42000000,4.5,72.0,Robert Foulkes,"location_management,writer,producer",2011-01-01 00:00:00,2018,90.0,20th Cent…,"3,511"
snatched,comedy,100,45852178,42000000,4.5,31.0,Alan Donnes,"producer,writer,actor",2011-01-01 00:00:00,2011,81.0,20th Cent…,"3,511"
the d train,"comedy,drama",0,669688,3000000,5.5,5034.0,Jarrad Paul,"actor,writer,producer",2011-01-01 00:00:00,2015,101.0,IFC Films,"1,009"
the looking glass,"drama,music",0,1711,300000,5.4,78.0,Dorothy Tristan,"actress,writer",2011-01-01 00:00:00,2015,110.0,First Run…,2
snitch,"action,drama,thriller",200,42930462,15000000,3.75,39071.0,Ric Roman Waugh,"stunts,writer,director",2011-01-01 00:00:00,2013,112.0,Lionsgate,"2,511"
season of the witch,"action,adventure,fantasy",0,24827228,40000000,5.35,43564.0,Bragi F. Schut,"writer,producer,director",2011-01-07 00:00:00,2011,95.0,Relativity,"2,827"
the green hornet,"action,comedy,crime",0,98780042,110000000,5.65,75259.0,Seth Rogen,"actor,writer,producer",2011-01-13 00:00:00,2011,119.0,Sony Pict…,"3,584"
the dilemma,"comedy,drama",0,48475290,70000000,5.3,24298.0,Allan Loeb,"writer,producer,actor",2011-01-13 00:00:00,2011,111.0,Universal,"2,943"
black panther,"action,adventure,sci-fi",300,700059566,200000000,6.199999999999999,258079.0,Jack Kirby,"writer,animation_department,miscellaneous",2011-01-18 00:00:00,2018,134.0,Walt Disney,"4,084"
no strings attached,"comedy,romance",200,70662220,25000000,6.2,100137.0,Michael Samonek,"writer,director,composer",2011-01-21 00:00:00,2011,108.0,Paramount…,"3,050"
sound of my voice,"drama,mystery,sci-fi",300,408015,135000,6.5,9778.0,Brit Marling,"actress,writer,producer",2011-01-22 00:00:00,2011,85.0,Fox Searc…,48
the mechanic,"action,crime,thriller",0,29121498,42500000,6.449999999999999,71465.0,Lewis John Carlino,"writer,director,miscellaneous",2011-01-28 00:00:00,2011,93.0,CBS Films,"2,704"
the rite,"drama,horror,mystery",0,33047633,37000000,5.95,43299.0,Michael Petroni,"writer,actor,producer",2011-01-28 00:00:00,2011,114.0,Warner Bros.,"2,985"
a little bit of heaven,"comedy,drama,fantasy",0,10011,12500000,6.3,13387.0,Gren Wells,"writer,director,actress",2011-02-03 00:00:00,2011,106.0,Alchemy,11
the other woman,"comedy,romance",200,83911193,40000000,6.1,61554.0,Melissa Stack,"writer,director",2011-02-04 00:00:00,2014,109.0,20th Cent…,"3,306"
the roommate,"drama,thriller",200,37300107,16000000,5.15,16734.0,Sonny Mallhi,"producer,writer,director",2011-02-04 00:00:00,2011,91.0,Sony Pict…,"2,534"
sanctum,"adventure,drama,thriller",0,23209310,30000000,5.9,25916.0,Andrew Wight,"producer,writer,miscellaneous",2011-02-04 00:00:00,2011,108.0,Universal,"2,789"
just go with it,"comedy,romance",100,103028109,80000000,6.4,101945.0,Timothy Dowling,"actor,writer,miscellaneous",2011-02-11 00:00:00,2011,117.0,Sony Pict…,"3,548"
cedar rapids,comedy,0,6861102,10000000,6.15,17482.0,Phil Johnston,"writer,producer,actor",2011-02-11 00:00:00,2011,87.0,Fox Searc…,462
mooz-lum,"drama,family",0,362239,1500000,5.75,487.0,Qasim Basir,"writer,director,editor",2011-02-11 00:00:00,2010,94.0,Peace Fil…,25
"big mommas: like father, like son","action,comedy,crime",100,37915414,32000000,4.95,12071.0,Darryl Quarles,"producer,writer,director",2011-02-18 00:00:00,2011,107.0,20th Cent…,"2,821"
unknown,"action,mystery,thriller",100,63686397,40000000,6.75,118605.0,Oliver Butcher,writer,2011-02-18 00:00:00,2011,113.0,Warner Bros.,"3,043"
i am number four,"action,adventure,sci-fi",100,55100437,50000000,6.05,110283.0,James Frey,"producer,writer,actor",2011-02-18 00:00:00,2011,111.0,Walt Disney,"3,156"
drive angry,"action,fantasy,thriller",0,10721033,50000000,5.35,45581.0,Todd Farmer,"writer,actor",2011-02-24 00:00:00,2011,104.0,Summit En…,"2,290"
hall pass,"comedy,romance",0,45060734,68000000,5.7,57392.0,Kevin Barnett,"producer,writer,miscellaneous",2011-02-25 00:00:00,2011,105.0,Warner Bros.,"2,950"
the grace card,drama,1200,2430735,200000,6.55,1253.0,Howard Klausner,"writer,producer,director",2011-02-25 00:00:00,2010,101.0,Samuel Go…,352
rango,"adventure,animation,comedy",0,123477607,135000000,6.9,109586.0,James Ward Byrkit,"director,writer,art_department",2011-03-03 00:00:00,2011,107.0,Paramount…,"3,923"
the adjustment bureau,"romance,sci-fi,thriller",100,62495645,50200000,6.85,115115.0,Philip K. Dick,writer,2011-03-04 00:00:00,2011,106.0,Universal,"2,847"
take me home tonight,"comedy,drama,romance",0,6928068,19000000,6.199999999999999,24366.0,Jackie Filgo,"producer,writer,miscellaneous",2011-03-04 00:00:00,2011,97.0,Relativity,"2,003"
beastly,"drama,fantasy,romance",100,27865571,17000000,5.85,37173.0,Daniel Barnz,"director,writer,producer",2011-03-04 00:00:00,2011,86.0,CBS Films,"1,959"
limitless,"mystery,sci-fi,thriller",200,79249455,27000000,7.25,249392.0,Leslie Dixon,"producer,writer",2011-03-08 00:00:00,2011,105.0,Relativity,"2,838"
the family,"horror,thriller",100,36918811,30000000,4.2,419.0,Joe Hollow,"producer,actor,writer",2011-03-10 00:00:00,2011,88.0,Relativity,"3,091"
red riding hood,"fantasy,horror,mystery",0,37662162,42000000,5.7,52126.0,David Leslie Johnson-McGoldrick,"producer,writer,miscellaneous",2011-03-11 00:00:00,2011,100.0,Warner Bros.,"3,030"
mars needs moms,"adventure,animation,family",0,21392758,150000000,5.550000000000001,10061.0,Berkeley Breathed,"writer,director,art_department",2011-03-11 00:00:00,2011,88.0,Walt Disney,"3,117"
kill the irishman,"biography,crime,drama",0,1188194,12000000,7.0,20889.0,Jonathan Hensleigh,"writer,director,producer",2011-03-11 00:00:00,2011,106.0,Anchor Ba…,56
the divide,western,0,18000,3000000,6.9,154.0,Jana F. Brown,"writer,miscellaneous",2011-03-13 00:00:00,2018,91.62130403630285,Anchor Ba…,7
paul,"adventure,comedy,sci-fi",0,37412945,40000000,6.75,111792.0,Nick Frost,"actor,producer,writer",2011-03-17 00:00:00,2011,104.0,Universal,"2,806"
the lincoln lawyer,"crime,drama,thriller",100,58009200,40000000,7.199999999999999,98817.0,Michael Connelly,"writer,producer,actor",2011-03-18 00:00:00,2011,118.0,Lionsgate,"2,707"
the 5th quarter,"biography,drama,sport",0,408159,6000000,5.2,697.0,Rick Bieber,"producer,director,writer",2011-03-25 00:00:00,2010,90.0,Rocky Mou…,123
sucker punch,"action,adventure,fantasy",0,36392502,75000000,6.05,110543.0,Steve Shibuya,"camera_department,writer,special_effects",2011-03-25 00:00:00,2011,110.0,Warner Bros.,"3,033"
diary of a wimpy kid: rodrick rules,"comedy,family",200,52698535,18000000,6.5,11813.0,Gabe Sachs,"writer,producer,director",2011-03-25 00:00:00,2011,99.0,20th Cent…,"3,169"
raymond did it,horror,0,3632,40000,3.5,109.0,Travis Legge,"editor,writer,director",2011-03-27 00:00:00,2011,83.0,Plastic A…,1
super,"action,comedy,drama",0,327716,2500000,6.699999999999999,35665.0,James Gunn,"writer,producer,director",2011-03-31 00:00:00,2010,96.0,IFC Films,38
insidious,"horror,mystery,thriller",3600,54009150,1500000,6.9,128889.0,Leigh Whannell,"actor,writer,producer",2011-04-01 00:00:00,2010,103.0,FilmDistrict,"2,419"
hop,"adventure,animation,comedy",100,108085305,63000000,5.5,14752.0,Ken Daurio,"writer,director,producer",2011-04-01 00:00:00,2011,95.0,Universal,"3,616"
source code,"action,drama,sci-fi",100,54712227,32000000,7.35,228282.0,Ben Ripley,"writer,producer",2011-04-01 00:00:00,2011,93.0,Summit En…,"2,971"
trust,"crime,drama,thriller",0,120016,4000000,6.75,19989.0,Robert Festinger,"writer,director,miscellaneous",2011-04-01 00:00:00,2010,106.0,Alchemy,28
hanna,"action,drama,thriller",100,40259119,30000000,6.699999999999999,90561.0,David Farr,actor,2011-04-08 00:00:00,2011,111.0,Focus Fea…,"2,545"
soul surfer,"biography,drama,family",200,43853424,18000000,7.05,21173.0,Matt Allen,"writer,assistant_director,art_department",2011-04-08 00:00:00,2011,112.0,Sony Pict…,"2,240"
arthur,"comedy,romance",0,33035397,40000000,5.6,24706.0,Peter Baynham,"writer,actor,producer",2011-04-08 00:00:00,2011,110.0,Warner Bros.,"3,276"
vacation,"adventure,comedy",100,58884188,31000000,6.55,43791.0,John Hughes,"writer,producer,director",2011-04-10 00:00:00,2015,99.0,Warner Bros.,"3,430"
scream 4,"horror,mystery",0,38180928,40000000,6.2,60194.0,Kevin Williamson,"writer,producer,actor",2011-04-11 00:00:00,2011,111.0,Weinstein…,"3,314"
the last godfather,"comedy,crime,romance",0,164247,13400000,4.300000000000001,540.0,Hyung-rae Shim,"actor,director,producer",2011-04-11 00:00:00,2010,100.0,Roadside …,58
the forest,"horror,thriller",200,26594261,10000000,3.0,68.0,Shan Serafin,"director,writer,producer",2011-04-14 00:00:00,2011,98.0,Focus / G…,"2,509"
rio,"adventure,animation,comedy",100,143619809,90000000,6.75,97675.0,Sam Harper,"writer,producer,director",2011-04-15 00:00:00,2011,96.0,20th Cent…,"3,842"
the conspirator,"crime,drama,history",0,11538204,25000000,6.7,13321.0,James D. Solomon,"miscellaneous,writer,producer",2011-04-15 00:00:00,2010,122.0,Roadside …,849
water for elephants,"drama,romance",100,58709717,38000000,6.9,53719.0,Richard LaGravenese,"writer,producer,director",2011-04-22 00:00:00,2011,120.0,20th Cent…,"2,820"
fast five,"action,crime,thriller",100,210031325,125000000,7.25,167093.0,Chris Morgan,"writer,producer,miscellaneous",2011-04-28 00:00:00,2011,130.0,Universal,"3,793"
prom,"comedy,drama,family",100,10130219,8000000,5.7,7277.0,Katie Wech,"producer,writer,miscellaneous",2011-04-29 00:00:00,2011,104.0,Walt Disney,"2,730"
sinister,"horror,mystery,thriller",1600,48086903,3000000,5.3,99176.0,Scott Derrickson,"writer,director,producer",2011-05-03 00:00:00,2012,110.0,Lionsgate,"2,542"
something borrowed,"comedy,drama,romance",100,39046489,35000000,6.0,27452.0,Jennie Snyder Urman,"producer,writer,miscellaneous",2011-05-05 00:00:00,2011,112.0,Warner Bros.,"2,904"
the beaver,drama,0,970816,21000000,6.5,22818.0,Kyle Killen,"writer,producer,director",2011-05-05 00:00:00,2011,91.0,Summit En…,168
thor,"action,adventure,fantasy",100,181030624,150000000,6.85,348014.0,Jack Kirby,"writer,animation_department,miscellaneous",2011-05-06 00:00:00,2011,115.0,Paramount…,"3,963"
jumping the broom,"comedy,drama",500,37295394,7000000,5.85,4596.0,Elizabeth Hunter,"producer,miscellaneous,writer",2011-05-06 00:00:00,2011,112.0,Sony Pict…,"2,035"
there be dragons,"biography,drama,war",0,1069334,36000000,5.449999999999999,2209.0,Roland Joffé,"director,producer,writer",2011-05-06 00:00:00,2011,122.0,Samuel Go…,259
priest,"action,adventure,fantasy",0,29136626,60000000,5.6,54738.0,Cory Goodman,"writer,producer",2011-05-13 00:00:00,2011,87.0,Sony Pict…,"2,864"
bridesmaids,"comedy,romance",500,169211718,32500000,6.65,126142.0,Kristen Wiig,"actress,soundtrack,producer",2011-05-13 00:00:00,2011,125.0,Universal,"2,958"
everything must go,"comedy,drama",0,2712131,5000000,6.2,23050.0,Raymond Carver,"writer,soundtrack,miscellaneous",2011-05-13 00:00:00,2010,97.0,Roadside …,245
go for it!,"drama,musical",0,180237,2450000,4.95,541.0,Carmen Marron,"director,writer,producer",2011-05-13 00:00:00,2011,105.0,Lionsgate,218
pirates of the caribbean: on stranger tides,"action,adventure,fantasy",0,241063875,410600000,6.5,228097.0,Stuart Beattie,"writer,director,producer",2011-05-20 00:00:00,2011,136.0,Walt Disney,"4,164"
midnight in paris,"comedy,fantasy,romance",100,56816662,30000000,7.6,180232.0,Woody Allen,"writer,director,actor",2011-05-20 00:00:00,2011,94.0,Sony Pict…,"1,038"
the hangover part ii,"comedy,mystery",300,254464305,80000000,6.45,219515.0,Scot Armstrong,"producer,writer,director",2011-05-25 00:00:00,2011,102.0,Warner Bros.,"3,675"
kung fu panda 2,"action,adventure,animation",100,165249063,150000000,6.95,116046.0,Jonathan Aibel,"producer,writer,miscellaneous",2011-05-25 00:00:00,2011,90.0,Paramount…,"3,952"
the tree of life,"drama,fantasy",0,13305665,35000000,6.699999999999999,78998.0,Terrence Malick,"writer,producer,director",2011-05-27 00:00:00,2011,139.0,Fox Searc…,237
beautiful boy,drama,0,7634767,25000000,6.3,3052.0,Shawn Ku,"producer,director,writer",2011-06-03 00:00:00,2010,100.0,Amazon St…,"1,052"
paranoia,"drama,thriller",0,7388654,40000000,5.1,16575.0,Joseph Finder,"writer,producer",2011-06-07 00:00:00,2013,106.0,Relativity,"2,459"
super 8,"mystery,sci-fi,thriller",200,127004179,50000000,6.85,162254.0,J.J. Abrams,"producer,writer,music_department",2011-06-09 00:00:00,2011,112.0,Paramount…,"3,424"
cars 2,"adventure,animation,comedy",0,191450875,200000000,6.050000000000001,71486.0,John Lasseter,"producer,writer,director",2011-06-16 00:00:00,2011,106.0,Walt Disney,"4,115"
green lantern,"action,adventure,sci-fi",0,116601172,200000000,5.3,128285.0,Greg Berlanti,"producer,writer,director",2011-06-17 00:00:00,2011,114.0,Warner Bros.,"3,816"
beginners,"comedy,drama,romance",100,5790894,3200000,7.050000000000001,42151.0,Mike Mills,"soundtrack,director,writer",2011-06-17 00:00:00,2010,105.0,Focus Fea…,170
the art of getting by,"drama,romance",0,1430241,4000000,6.55,27217.0,Gavin Wiesen,"director,writer,producer",2011-06-17 00:00:00,2011,83.0,Fox Searc…,610
l!fe happens,comedy,0,30905,930000,5.449999999999999,3660.0,Kat Coiro,"actress,director,producer",2011-06-18 00:00:00,2011,100.0,PMK*BNC,16
bad teacher,"comedy,romance",500,100292856,19000000,5.6,92041.0,Lee Eisenberg,"producer,writer,miscellaneous",2011-06-19 00:00:00,2011,92.0,Sony Pict…,"3,049"
a better life,"drama,romance",0,1759252,10000000,7.15,7349.0,Roger L. Simon,"writer,director",2011-06-24 00:00:00,2011,98.0,Summit En…,216
transformers: dark of the moon,"action,adventure,sci-fi",100,352390543,195000000,6.15,185685.0,Ehren Kruger,"writer,producer,executive",2011-06-28 00:00:00,2011,154.0,Paramount…,"4,107"
larry crowne,"comedy,drama,romance",100,35608245,30000000,5.949999999999999,29801.0,Tom Hanks,"producer,actor,soundtrack",2011-06-30 00:00:00,2011,98.0,Universal,"2,976"
horrible bosses,"comedy,crime",300,117538559,35000000,6.7,201268.0,Michael Markowitz,"producer,writer,miscellaneous",2011-07-08 00:00:00,2011,98.0,Warner Bros.,"3,134"
zookeeper,"comedy,family,romance",100,80360866,80000000,5.25,26641.0,Nick Bakay,"actor,producer,writer",2011-07-08 00:00:00,2011,102.0,Sony Pict…,"3,482"
winnie the pooh,"adventure,animation,comedy",0,26692846,30000000,7.050000000000001,10024.0,Stephen J. Anderson,"director,animation_department,actor",2011-07-14 00:00:00,2011,63.0,Walt Disney,"2,405"
salvation boulevard,"action,comedy,drama",0,28468,5500000,5.35,2129.0,Larry Beinhart,"writer,producer",2011-07-15 00:00:00,2011,96.0,IFC Films,4
venom,thriller,100,213511408,116000000,3.65,84.0,Joan Canning Boris,writer,2011-07-15 00:00:00,2011,92.0,Sony Pict…,"4,250"
friends with benefits,"comedy,romance",100,55802754,35000000,6.6,160987.0,Will Gluck,"producer,writer,miscellaneous",2011-07-21 00:00:00,2011,109.0,Sony Pict…,"2,926"
captain america: the first avenger,"action,adventure,sci-fi",100,176654505,140000000,6.9,340473.0,Jack Kirby,"writer,animation_department,miscellaneous",2011-07-22 00:00:00,2011,124.0,Paramount…,"3,715"
another earth,"drama,romance,sci-fi",700,1321194,175000,6.85,43346.0,Brit Marling,"actress,writer,producer",2011-07-22 00:00:00,2011,92.0,Fox Searc…,94
the smurfs,"adventure,animation,comedy",100,142614158,110000000,5.55,39844.0,Peyo,"writer,director,music_department",2011-07-29 00:00:00,2011,103.0,Sony Pict…,"3,427"
the future,"drama,fantasy,romance",0,568662,1000000,6.0,3843.0,Miranda July,"writer,actress,director",2011-07-29 00:00:00,2011,91.0,Roadside …,31
rise of the planet of the apes,"action,drama,sci-fi",100,176760185,93000000,7.4,240139.0,Pierre Boulle,writer,2011-08-04 00:00:00,2011,105.0,20th Cent…,"3,691"
the change-up,"comedy,fantasy",0,37243418,52000000,6.15,78390.0,Jon Lucas,"writer,producer,director",2011-08-05 00:00:00,2011,112.0,Universal,"2,913"
the help,drama,600,169705587,25000000,8.1,198321.0,Tate Taylor,"actor,producer,director",2011-08-10 00:00:00,2011,146.0,Walt Disney,"3,014"
final destination 5,horror,100,42587643,40000000,5.95,49881.0,Jeffrey Reddick,"writer,producer,actor",2011-08-12 00:00:00,2011,92.0,Warner Bros.,"3,155"
30 minutes or less,"action,comedy,crime",100,37053924,28000000,5.85,44039.0,Michael Diliberti,"writer,producer,miscellaneous",2011-08-12 00:00:00,2011,83.0,Sony Pict…,"2,888"
5 days of war,"action,drama,war",0,17479,12000000,5.65,6595.0,Mikko Alanne,"writer,producer,miscellaneous",2011-08-18 00:00:00,2011,113.0,Anchor Ba…,6
conan the barbarian,"action,adventure,fantasy",0,21295021,90000000,5.2,45929.0,Thomas Dean Donnelly,writer,2011-08-19 00:00:00,2011,113.0,Lionsgate,"3,015"
fright night,"comedy,horror",0,18298649,30000000,6.2,47789.0,Tom Holland,"actor,writer,director",2011-08-19 00:00:00,2011,106.0,Walt Disney,"3,114"
one day,"drama,romance",0,13843771,15000000,7.1,65099.0,David Nicholls,"writer,actor",2011-08-19 00:00:00,2011,107.0,Focus Fea…,"1,725"
amigo,"drama,war",0,184705,1500000,5.35,259.0,John Sayles,"writer,actor,director",2011-08-19 00:00:00,2010,124.0,Variance …,10
colombiana,"action,drama,thriller",0,36665854,40000000,6.45,44515.0,Luc Besson,"writer,producer,director",2011-08-26 00:00:00,2011,108.0,Sony Pict…,"2,614"
our idiot brother,"comedy,drama",400,24814830,5000000,6.25,40632.0,Jesse Peretz,"director,producer,writer",2011-08-26 00:00:00,2011,90.0,Weinstein…,"2,555"
higher ground,drama,0,841056,1800000,6.1,1445.0,Tim Metcalfe,"writer,producer,director",2011-08-26 00:00:00,2011,109.0,Mongrel M…,81
redemption road,drama,0,29384,2300000,5.25,242.0,Morgan Simpson,"actor,writer,producer",2011-08-26 00:00:00,2010,95.0,Freestyle…,26
the debt,"drama,thriller",100,31177548,20000000,6.75,30724.0,Assaf Bernstein,"director,assistant_director,producer",2011-08-31 00:00:00,2010,113.0,Focus Fea…,"1,876"
apollo 18,"horror,mystery,sci-fi",300,17686929,5000000,5.1,25956.0,Cory Goodman,"writer,producer",2011-09-02 00:00:00,2011,86.0,Weinstein…,"3,330"
shark night 3d,"horror,thriller",0,18877153,25000000,4.5,11717.0,Will Hayes,"producer,writer",2011-09-02 00:00:00,2011,90.0,Relativity,"2,848"
warrior,"drama,sport",0,13657115,25000000,8.0,202972.0,Cliff Dorfman,"writer,actor,producer",2011-09-09 00:00:00,2011,140.0,Lionsgate,"1,883"
contagion,"action,drama,thriller",100,75658097,60000000,6.449999999999999,101832.0,Scott Z. Burns,"writer,producer,director",2011-09-09 00:00:00,2011,106.0,Warner Bros.,"3,222"
