movie_name,genres,percentage_ROI_gross_budget,gross,budget,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
home,"adventure,animation,comedy",100,177397510,130000000,6.0,42921.0,Tom J. Astle,"writer,producer,miscellaneous",2011-11-11 00:00:00,2015,94.0,20th Cent…,"3,801"
happy feet two,"adventure,animation,comedy",0,64006466,135000000,5.9,19575.0,George Miller,"producer,writer,director",2011-11-17 00:00:00,2011,100.0,Warner Bros.,"3,611"
the descendants,"comedy,drama",400,82624961,20000000,7.05,112493.0,Nat Faxon,"actor,producer,writer",2011-11-18 00:00:00,2011,115.0,Fox Searc…,"2,038"
another happy day,"comedy,drama",0,9120,4000000,6.05,1926.0,Sam Levinson,"writer,actor,director",2011-11-18 00:00:00,2011,119.0,Phase 4 F…,2
arthur christmas,"adventure,animation,comedy",0,46462469,85000000,6.9,23065.0,Peter Baynham,"writer,actor,producer",2011-11-23 00:00:00,2011,97.0,Sony Pict…,"3,376"
hugo,"adventure,drama,family",0,73864507,180000000,7.3,144496.0,John Logan,"writer,producer,executive",2011-11-23 00:00:00,2011,126.0,Paramount…,"2,608"
the muppets,"adventure,comedy,family",100,88625922,45000000,6.85,41791.0,Jim Henson,"actor,writer,producer",2011-11-23 00:00:00,2011,103.0,Walt Disney,"3,440"
shame,drama,0,4002293,6500000,7.1,86480.0,Harold Manning,"writer,miscellaneous,director",2011-12-02 00:00:00,2011,101.0,Fox Searc…,95
nerve,"action,adventure,crime",100,38583626,20000000,8.25,51391.0,Jessica Sharzer,"producer,writer,editor",2011-12-07 00:00:00,2016,96.0,Lionsgate,"2,538"
we need to talk about kevin,"drama,mystery,thriller",0,1738692,7000000,7.55,62462.0,Lynne Ramsay,"director,writer,producer",2011-12-09 00:00:00,2011,112.0,Oscillosc…,80
the sitter,comedy,100,30542576,25000000,5.550000000000001,33023.0,Alessandro Tanaka,"writer,producer,actor",2011-12-09 00:00:00,2011,81.0,20th Cent…,"2,752"
tinker tailor soldier spy,"drama,mystery,thriller",100,24149393,21000000,6.9,88146.0,John le Carré,"writer,producer,actor",2011-12-09 00:00:00,2011,122.0,Focus Fea…,886
ghost rider: spirit of vengeance,"action,fantasy,thriller",0,51774002,57000000,4.55,52823.0,David S. Goyer,"writer,producer,director",2011-12-10 00:00:00,2011,96.0,Sony Pict…,"3,174"
the girl with the dragon tattoo,"crime,drama,mystery",100,102515793,90000000,7.55,195775.0,Steven Zaillian,"writer,producer,director",2011-12-14 00:00:00,2011,158.0,Sony Pict…,"2,950"
sherlock holmes: a game of shadows,"action,adventure,crime",100,186848418,125000000,7.3,200284.0,Arthur Conan Doyle,"writer,producer,actor",2011-12-16 00:00:00,2011,129.0,Warner Bros.,"3,703"
alvin and the chipmunks: chipwrecked,"adventure,animation,comedy",100,133107389,80000000,4.95,14606.0,Jonathan Aibel,"producer,writer,miscellaneous",2011-12-16 00:00:00,2011,87.0,20th Cent…,"3,734"
carnage,"comedy,drama",0,2546747,25000000,7.15,56425.0,Roman Polanski,"actor,director,writer",2011-12-16 00:00:00,2011,80.0,Sony Pict…,494
young adult,"comedy,drama",100,16311571,12000000,6.0,37337.0,Diablo Cody,"writer,producer,actress",2011-12-16 00:00:00,2011,94.0,Paramount…,987
the adventures of tintin,"action,adventure,animation",0,77591831,130000000,7.05,102840.0,Joe Cornish,"writer,director,editor",2011-12-20 00:00:00,2011,107.0,Paramount…,"3,087"
we bought a zoo,"comedy,drama,family",100,75624550,50000000,6.9,64186.0,Cameron Crowe,"writer,producer,director",2011-12-23 00:00:00,2011,124.0,20th Cent…,"3,170"
in the land of blood and honey,"drama,romance,war",0,303877,13000000,5.25,16429.0,Angelina Jolie,"actress,producer,director",2011-12-23 00:00:00,2011,127.0,FilmDistrict,18
the darkest hour,"action,adventure,horror",0,21443494,34800000,4.9,27903.0,Leslie Bohem,"writer,producer,soundtrack",2011-12-25 00:00:00,2011,89.0,Summit En…,"2,327"
war horse,"drama,history,war",100,79883359,70000000,7.2,69148.0,Richard Curtis,"writer,producer,director",2011-12-25 00:00:00,2011,146.0,Walt Disney,"2,856"
newlyweds,"comedy,drama",0,4584,9000,5.9,721.0,Edward Burns,"actor,writer,producer",2011-12-26 00:00:00,2011,95.0,TriBeca F…,1
the innkeepers,"drama,horror,mystery",0,78396,750000,5.5,15706.0,Ti West,"director,writer,actor",2011-12-30 00:00:00,2011,101.0,Magnolia …,20
the devil inside,"horror,thriller",5300,53262945,1000000,5.7,237.0,Robert Shaw,"miscellaneous,location_management,writer",2012-01-06 00:00:00,2010,91.62130403630285,Paramount…,"2,551"
the devil inside,horror,5300,53262945,1000000,4.45,16981.0,William Brent Bell,"director,producer,writer",2012-01-06 00:00:00,2012,83.0,Paramount…,"2,551"
morgan,"drama,romance",0,3915251,8000000,6.75,622.0,Michael D. Akers,"director,editor,miscellaneous",2012-01-07 00:00:00,2012,89.0,20th Cent…,"2,020"
red tails,"action,adventure,drama",0,49876377,58000000,5.95,16035.0,John Ridley,"producer,writer,miscellaneous",2012-01-11 00:00:00,2012,125.0,20th Cent…,"2,573"
beauty and the beast,"family,fantasy,musical",300,504014165,160000000,7.45,122027.0,Stephen Chbosky,"writer,producer,director",2012-01-13 00:00:00,2017,129.0,Walt Disney,"4,210"
contraband,"action,crime,drama",200,66528000,25000000,6.35,56411.0,Óskar Jónasson,"writer,director,producer",2012-01-13 00:00:00,2012,109.0,Universal,"2,870"
joyful noise,"comedy,drama,music",100,30932113,27500000,6.1,3822.0,Todd Graff,"actor,writer,producer",2012-01-13 00:00:00,2012,118.0,Warner Bros.,"2,735"
the grey,"action,adventure,drama",200,51580136,25000000,6.65,115539.0,Joe Carnahan,"producer,writer,director",2012-01-27 00:00:00,2011,117.0,Open Road,"3,207"
man on a ledge,"action,adventure,crime",0,18620000,42000000,6.449999999999999,69483.0,Pablo F. Fenjves,"writer,producer",2012-01-27 00:00:00,2012,102.0,Lionsgate,"2,998"
one for the money,"action,comedy,crime",0,26414527,42000000,5.4,19544.0,Stacy Sherman,"writer,producer,director",2012-01-27 00:00:00,2012,91.0,Lionsgate,"2,737"
chronicle,"drama,sci-fi,thriller",500,64575175,12000000,6.9,116171.0,Max Landis,"writer,producer,actor",2012-02-02 00:00:00,2012,84.0,20th Cent…,"2,908"
big miracle,"biography,drama,family",0,20157300,40000000,6.55,8917.0,Jack Amiel,"writer,producer,miscellaneous",2012-02-03 00:00:00,2012,107.0,Universal,"2,133"
journey 2: the mysterious island,"action,adventure,comedy",100,103860290,79000000,5.85,42829.0,Brian Gunn,"writer,producer,actor",2012-02-10 00:00:00,2012,94.0,Warner Bros.,"3,500"
safe house,"action,adventure,crime",100,126181630,85000000,6.6,97326.0,David Guggenheim,"writer,producer,miscellaneous",2012-02-10 00:00:00,2012,115.0,Universal,"3,121"
the vow,"drama,romance",400,125014030,30000000,6.949999999999999,88019.0,Jason Katims,"producer,writer,miscellaneous",2012-02-10 00:00:00,2012,104.0,Sony Pict…,"3,038"
into the woods,thriller,200,128002372,56200000,2.6500000000000004,85.0,Hadrian Hooks,"actor,director,writer",2012-02-15 00:00:00,2012,91.62130403630285,Walt Disney,"2,833"
this means war,"action,comedy,romance",0,54760791,65000000,6.15,84767.0,Timothy Dowling,"actor,writer,miscellaneous",2012-02-17 00:00:00,2012,103.0,20th Cent…,"3,189"
act of valor,"action,adventure,drama",500,70012847,12000000,6.4,32185.0,Kurt Johnstad,"writer,producer,camera_department",2012-02-24 00:00:00,2012,110.0,Relativity,"3,053"
wanderlust,"comedy,romance",0,17288155,32500000,5.5,34887.0,Ken Marino,"actor,writer,producer",2012-02-24 00:00:00,2012,98.0,Universal,"2,002"
project x,comedy,400,54731865,12000000,6.550000000000001,90375.0,Michael Bacall,"actor,writer,soundtrack",2012-03-02 00:00:00,2012,88.0,Warner Bros.,"3,055"
tim and eric's billion dollar movie,comedy,0,201436,3000000,5.550000000000001,4532.0,Jon Mugar,"producer,writer,actor",2012-03-02 00:00:00,2012,93.0,Magnet Pi…,33
a thousand words,"comedy,drama",0,18450127,40000000,6.0,18536.0,Steve Koren,"writer,producer,miscellaneous",2012-03-08 00:00:00,2012,91.0,Paramount…,"1,895"
john carter,"action,adventure,sci-fi",0,73058679,275000000,6.35,122565.0,Andrew Stanton,"writer,actor,producer",2012-03-09 00:00:00,2012,132.0,Walt Disney,"3,749"
eden,"crime,drama",0,0,2300000,6.75,3904.0,Megan Griffiths,"assistant_director,director,producer",2012-03-11 00:00:00,2012,98.0,Broad Gre…,15
21 jump street,"action,comedy,crime",300,138447667,42000000,7.0,242149.0,Stephen J. Cannell,"writer,producer,actor",2012-03-12 00:00:00,2012,109.0,Sony Pict…,"3,148"
casa de mi padre,"comedy,western",0,5909483,6000000,5.35,9662.0,Andrew Steele,"writer,producer,miscellaneous",2012-03-16 00:00:00,2012,84.0,Lionsgate,475
the hunger games,"action,adventure,sci-fi",500,408010692,80000000,7.15,404907.0,Gary Ross,"writer,producer,director",2012-03-23 00:00:00,2012,142.0,Lionsgate,"4,137"
wrath of the titans,"action,adventure,fantasy",0,83670083,150000000,5.65,87386.0,Greg Berlanti,"producer,writer,director",2012-03-29 00:00:00,2012,99.0,Warner Bros.,"3,545"
mirror mirror,"adventure,comedy,drama",0,64935167,85000000,5.699999999999999,40804.0,Jason Keller,"writer,producer",2012-03-30 00:00:00,2012,106.0,Relativity,"3,618"
american reunion,comedy,100,56758835,50000000,6.45,97464.0,Adam Herz,"writer,producer,actor",2012-04-06 00:00:00,2012,113.0,Universal,"3,203"
damsels in distress,"comedy,drama,romance",0,1007535,3000000,5.6,4448.0,Whit Stillman,"director,writer,producer",2012-04-06 00:00:00,2011,99.0,Sony Pict…,205
the cabin in the woods,horror,100,42073277,30000000,6.75,171315.0,Joss Whedon,"writer,producer,director",2012-04-12 00:00:00,2011,95.0,Lionsgate,"3,572"
lockout,"action,sci-fi,thriller",0,14326865,20000000,6.0,45279.0,Luc Besson,"writer,producer,director",2012-04-13 00:00:00,2012,95.0,Open Road,"2,335"
the three stooges,"comedy,family",100,44338224,30000000,5.1,14392.0,Mike Cerrone,"actor,writer,production_manager",2012-04-13 00:00:00,2012,92.0,20th Cent…,"3,482"
blue like jazz,"comedy,drama",0,595018,1200000,5.9,1422.0,Steve Taylor,"actor,producer,director",2012-04-13 00:00:00,2012,108.0,Roadside …,136
safe,"action,crime,thriller",0,17142080,33000000,6.4,48818.0,Boaz Yakin,"writer,director,producer",2012-04-16 00:00:00,2012,94.0,Lionsgate,"2,271"
the lucky one,"drama,romance",200,60457138,25000000,6.7,48185.0,Nicholas Sparks,"writer,producer",2012-04-20 00:00:00,2012,101.0,Warner Bros.,"3,175"
think like a man,"comedy,romance",700,91547205,12000000,6.75,20740.0,Steve Harvey,"producer,actor,writer",2012-04-20 00:00:00,2012,122.0,Sony Pict…,"2,052"
darling companion,"comedy,drama,romance",0,793352,12000000,5.05,1565.0,Lawrence Kasdan,"writer,producer,director",2012-04-20 00:00:00,2012,103.0,Sony Pict…,64
bernie,"biography,comedy,crime",100,9204489,6000000,6.699999999999999,27134.0,Richard Linklater,"producer,director,writer",2012-04-27 00:00:00,2011,99.0,Alchemy,332
the five-year engagement,"comedy,romance",0,28700285,30000000,6.0,44605.0,Jason Segel,"actor,soundtrack,writer",2012-04-27 00:00:00,2012,124.0,Universal,"2,941"
detention of the dead,"action,adventure,comedy",0,1778,500000,4.8,1232.0,Alex Craig Mann,"actor,director,writer",2012-04-27 00:00:00,2012,87.0,Anchor Ba…,2
redemption,"adventure,drama,romance",0,36686,23000000,4.15,50.0,Joseph P. Stachura,"producer,director,writer",2012-05-02 00:00:00,2011,97.0,Roadside …,19
the avengers,"action,adventure,sci-fi",200,623279547,225000000,7.85,601664.0,Zak Penn,"writer,producer,actor",2012-05-04 00:00:00,2012,143.0,Walt Disney,"4,349"
lol,"comedy,drama,romance",0,0,11000000,5.25,26617.0,Lisa Azuelos,"writer,producer,director",2012-05-04 00:00:00,2012,97.0,Lionsgate,105
dark shadows,"comedy,fantasy,horror",0,79727149,150000000,6.050000000000001,117007.0,John August,"writer,producer,soundtrack",2012-05-11 00:00:00,2012,113.0,Warner Bros.,"3,755"
the dictator,comedy,0,59650222,65000000,6.2,127009.0,Sacha Baron Cohen,"actor,writer,producer",2012-05-16 00:00:00,2012,83.0,Paramount…,"3,014"
battleship,"action,adventure,sci-fi",0,65233400,220000000,5.699999999999999,114291.0,Erich Hoeber,"writer,producer,actor",2012-05-18 00:00:00,2012,131.0,Universal,"3,702"
what to expect when you're expecting,"comedy,drama,romance",100,41152203,37500000,5.800000000000001,33510.0,Shauna Cross,"writer,casting_department,producer",2012-05-18 00:00:00,2012,110.0,Lionsgate,"3,021"
split,"drama,fantasy",2700,138141585,5000000,4.45,191.0,Deborah Kampmeier,"writer,director,producer",2012-05-24 00:00:00,2016,127.0,Universal,"3,373"
men in black 3,"action,adventure,comedy",0,179020854,215000000,6.6,158138.0,Lowell Cunningham,"writer,actor,camera_department",2012-05-25 00:00:00,2012,106.0,Sony Pict…,"4,248"
chernobyl diaries,"horror,mystery,thriller",1800,18119640,1000000,5.0,30573.0,Shane Van Dyke,"actor,writer,director",2012-05-25 00:00:00,2012,86.0,Warner Bros.,"2,433"
moonrise kingdom,"adventure,comedy,drama",200,45512466,16000000,7.75,147386.0,Wes Anderson,"writer,director,producer",2012-05-25 00:00:00,2012,94.0,Focus Fea…,924
the best exotic marigold hotel,"comedy,drama,romance",400,46383639,10000000,7.1,43283.0,Deborah Moggach,"writer,actress",2012-05-25 00:00:00,2011,124.0,Fox Searc…,"1,298"
snow white and the huntsman,"action,adventure,drama",0,155136755,170000000,6.0,132098.0,Hossein Amini,"writer,producer,director",2012-06-01 00:00:00,2012,127.0,Universal,"3,777"
for greater glory: the true story of cristiada,"drama,history,war",0,5669081,12000000,6.6,2132.0,Michael Love,"writer,producer,director",2012-06-01 00:00:00,2012,145.0,ARC Enter…,757
hardflip,"action,drama",0,96734,1000000,5.3,340.0,Johnny Remo,"producer,writer,director",2012-06-01 00:00:00,2012,112.0,Rocky Mou…,22
cinderella,"drama,family,fantasy",200,201151353,95000000,5.75,71400.0,Charles Perrault,writer,2012-06-06 00:00:00,2015,105.0,Walt Disney,"3,848"
prometheus,"adventure,mystery,sci-fi",100,126477084,125000000,6.7,273052.0,Damon Lindelof,"writer,producer,miscellaneous",2012-06-08 00:00:00,2012,124.0,20th Cent…,"3,442"
madagascar 3: europe's most wanted,"adventure,animation,comedy",100,216391482,145000000,6.65,75119.0,Noah Baumbach,"writer,director,producer",2012-06-08 00:00:00,2012,93.0,Paramount…,"4,263"
safety not guaranteed,"comedy,drama,romance",500,4010957,750000,6.95,56349.0,Derek Connolly,"writer,producer,actor",2012-06-08 00:00:00,2012,86.0,FilmDistrict,182
transcendence,drama,0,23022309,100000000,5.8,12.0,Nicholas P. Richards,"art_department,editor,actor",2012-06-09 00:00:00,2012,98.0,Warner Bros.,"3,455"
your sister's sister,"comedy,drama",1300,1597486,120000,6.65,12486.0,Lynn Shelton,"director,actress,producer",2012-06-14 00:00:00,2011,90.0,IFC Films,101
rock of ages,"comedy,drama,musical",0,38518613,70000000,6.0,35298.0,Chris D'Arienzo,"writer,actor,director",2012-06-15 00:00:00,2012,123.0,Warner Bros.,"3,470"
abraham lincoln: vampire hunter,"action,fantasy,horror",0,37519139,67500000,5.75,72431.0,Seth Grahame-Smith,"writer,producer,director",2012-06-22 00:00:00,2012,105.0,20th Cent…,"3,109"
to rome with love,"comedy,music,romance",0,16684352,21500000,6.0,40239.0,Woody Allen,"writer,director,actor",2012-06-22 00:00:00,2012,112.0,Sony Pict…,806
seeking a friend for the end of the world,"adventure,comedy,drama",0,7078738,10000000,6.550000000000001,51577.0,Lorene Scafaria,"writer,actress,soundtrack",2012-06-22 00:00:00,2012,101.0,Focus Fea…,"1,625"
ted,"comedy,fantasy",400,218665740,50000000,6.6,273047.0,Seth MacFarlane,"writer,music_department,producer",2012-06-29 00:00:00,2012,106.0,Universal,"3,303"
magic mike,"comedy,drama",1600,113721571,7000000,6.1,62902.0,Reid Carolin,"producer,writer,executive",2012-06-29 00:00:00,2012,110.0,Warner Bros.,"3,120"
people like us,"comedy,drama",0,12431792,16000000,6.949999999999999,19989.0,Alex Kurtzman,"producer,writer,miscellaneous",2012-06-29 00:00:00,2012,114.0,Walt Disney,"2,055"
beasts of the southern wild,"adventure,drama,fantasy",700,12795746,1800000,7.1,39022.0,Benh Zeitlin,"director,writer,composer",2012-06-29 00:00:00,2012,93.0,Fox Searc…,318
the amazing spider-man,"action,adventure,sci-fi",100,262030663,220000000,6.75,268021.0,Steve Ditko,writer,2012-07-04 00:00:00,2012,136.0,Sony Pict…,"4,318"
savages,"crime,drama,thriller",100,47323100,45000000,6.4,58519.0,Oliver Stone,"director,producer,writer",2012-07-06 00:00:00,2012,131.0,Universal,"2,635"
red lights,"drama,fantasy,horror",0,49521,17700000,6.15,27951.0,Rodrigo Cortés,"writer,editor,director",2012-07-12 00:00:00,2012,114.0,Alchemy,18
ice age: continental drift,"adventure,animation,comedy",100,161321843,95000000,6.449999999999999,90099.0,Michael Berg,"writer,producer",2012-07-13 00:00:00,2012,88.0,20th Cent…,"3,886"
the dark knight rises,"action,thriller",100,448139099,275000000,8.05,700851.0,Bob Kane,"writer,miscellaneous,art_department",2012-07-20 00:00:00,2012,164.0,Warner Bros.,"4,404"
killer joe,"crime,drama,thriller",0,1291645,10000000,6.6,34272.0,Tracy Letts,"actor,writer,producer",2012-07-27 00:00:00,2011,102.0,LD Distri…,73
step up revolution,"drama,music,romance",100,35074677,33000000,6.65,26273.0,Duane Adler,"writer,miscellaneous,producer",2012-07-27 00:00:00,2012,99.0,Lionsgate,"2,606"
the watch,"action,comedy,horror",0,34353000,55000000,5.550000000000001,58556.0,Seth Rogen,"actor,writer,producer",2012-07-27 00:00:00,2012,102.0,20th Cent…,"3,168"
total recall,"action,adventure,mystery",0,58877969,125000000,6.1,115973.0,Mark Bomback,"producer,writer",2012-08-03 00:00:00,2012,118.0,Sony Pict…,"3,601"
diary of a wimpy kid: dog days,"comedy,family",200,49008662,22000000,6.25,10005.0,Maya Forbes,"producer,writer,miscellaneous",2012-08-03 00:00:00,2012,94.0,20th Cent…,"3,401"
truth or dare,"horror,romance,thriller",1100,41411015,3500000,5.8,104.0,Tom Boyle,"producer,writer,cinematographer",2012-08-06 00:00:00,2013,85.0,Universal,"3,068"
truth or dare,"horror,mystery",1100,41411015,3500000,5.6,4158.0,Matthew McGuchan,"writer,producer,director",2012-08-06 00:00:00,2012,96.0,Universal,"3,068"
hope springs,"comedy,drama,romance",200,63536011,30000000,6.199999999999999,19548.0,Vanessa Taylor,"producer,writer",2012-08-07 00:00:00,2012,100.0,Sony Pict…,"2,441"
the bourne legacy,"action,adventure,thriller",0,113203870,125000000,6.4,136154.0,Tony Gilroy,"producer,writer,director",2012-08-10 00:00:00,2012,135.0,Universal,"3,753"
the campaign,comedy,0,86907746,95000000,5.9,59830.0,Chris Henchy,"producer,writer,actor",2012-08-10 00:00:00,2012,85.0,Warner Bros.,"3,302"
twixt,"comedy,fantasy,horror",0,0,7000000,4.9,4953.0,Francis Ford Coppola,"producer,director,writer",2012-08-10 00:00:00,2011,88.0,Rialto Pi…,13
the odd life of timothy green,"comedy,drama,family",100,51853450,40000000,6.65,21687.0,Peter Hedges,"writer,director,actor",2012-08-15 00:00:00,2012,105.0,Walt Disney,"2,717"
robot & frank,"comedy,crime,drama",100,3317468,2500000,7.0,29924.0,Christopher Ford,"writer,actor,producer",2012-08-16 00:00:00,2012,89.0,Samuel Go…,209
the expendables 2,"action,adventure,thriller",0,85028192,100000000,6.4,140901.0,Sylvester Stallone,"actor,writer,producer",2012-08-17 00:00:00,2012,103.0,Lionsgate,"3,355"
paranorman,"adventure,animation,comedy",0,56003051,60000000,6.9,44304.0,Chris Butler,"art_department,miscellaneous,writer",2012-08-17 00:00:00,2012,92.0,Focus Fea…,"3,455"
samsara,"documentary,music",0,2672413,4000000,8.35,15000.0,Ron Fricke,"cinematographer,camera_department,writer",2012-08-22 00:00:00,2011,102.0,Oscillosc…,70
premium rush,"action,crime,thriller",0,20275446,35000000,6.35,53261.0,John Kamps,"writer,actor",2012-08-24 00:00:00,2012,91.0,Sony Pict…,"2,255"
the apparition,"horror,thriller",0,4936819,17000000,4.199999999999999,9166.0,Todd Lincoln,"director,writer,producer",2012-08-24 00:00:00,2012,83.0,Warner Bros.,810
compliance,"biography,crime,drama",100,319285,270000,6.4,14521.0,Craig Zobel,"director,producer,writer",2012-08-24 00:00:00,2012,90.0,Magnolia …,21
lawless,"crime,drama",100,37397291,26000000,7.15,107857.0,Nick Cave,"soundtrack,composer,actor",2012-08-29 00:00:00,2012,116.0,Weinstein…,"3,138"
the oogieloves in the big balloon adventure,"adventure,family,fantasy",0,1065907,20000000,4.3,7366.0,Scott Stabile,"writer,actor,music_department",2012-08-29 00:00:00,2012,88.0,Kenn Vise…,"2,160"
the possession,"horror,mystery,thriller",300,49130588,14000000,5.9,27283.0,Stiles White,"special_effects,writer,producer",2012-08-31 00:00:00,2012,92.0,Lionsgate,"2,860"
the iceman,"biography,crime,drama",0,1930282,10000000,6.7,33066.0,Jim Thebaut,"producer,director,writer",2012-09-01 00:00:00,2012,106.0,Alchemy,258
the cold light of day,"action,thriller",0,3763583,20000000,5.0,16751.0,Scott Wiper,"writer,director,actor",2012-09-06 00:00:00,2012,93.0,Lionsgate,"1,511"
bachelorette,"comedy,romance",0,446770,3000000,5.35,21943.0,Leslye Headland,"writer,director,producer",2012-09-06 00:00:00,2012,87.0,Weinstein…,60
the words,"drama,mystery,romance",100,11494838,6000000,6.85,35468.0,Brian Klugman,"actor,writer,director",2012-09-07 00:00:00,2012,102.0,CBS Films,"2,801"
the master,drama,0,16247159,37500000,7.1,66344.0,Paul Thomas Anderson,"director,writer,producer",2012-09-14 00:00:00,2012,138.0,Weinstein…,864
arbitrage,"drama,thriller",0,7919574,12000000,6.4,23616.0,Nicholas Jarecki,"writer,director,producer",2012-09-14 00:00:00,2012,107.0,Roadside …,256
stolen,"action,crime,thriller",0,289773,35000000,5.4,20936.0,David Guggenheim,"writer,producer,miscellaneous",2012-09-14 00:00:00,2012,96.0,Alchemy,141
after,"drama,fantasy,mystery",0,0,650000,5.6,2483.0,Jason Parish,"art_department,writer,producer",2012-09-14 00:00:00,2012,90.0,Aviron Pi…,"2,138"
resident evil: retribution,"action,horror,sci-fi",0,42345531,65000000,5.550000000000001,63756.0,Paul W.S. Anderson,"writer,producer,director",2012-09-14 00:00:00,2012,95.0,Sony Pict…,"3,016"
the perks of being a wallflower,drama,100,17742948,13000000,7.9,214304.0,Stephen Chbosky,"writer,producer,director",2012-09-21 00:00:00,2012,103.0,Lionsgate,745
dredd,"action,crime,sci-fi",0,13414714,45000000,6.9,118702.0,Carlos Ezquerra,writer,2012-09-21 00:00:00,2012,95.0,Lionsgate,"2,557"
end of watch,"action,crime,drama",200,41003371,15000000,7.449999999999999,106539.0,David Ayer,"writer,director,producer",2012-09-21 00:00:00,2012,109.0,Open Road,"2,780"
the collection,"action,horror,thriller",0,6810754,10000000,6.1,21360.0,Marcus Dunstan,"writer,producer,director",2012-09-21 00:00:00,2012,82.0,LD Distri…,"1,403"
trouble with the curve,"drama,sport",0,35763137,60000000,6.75,28371.0,Randy Brown,writer,2012-09-21 00:00:00,2012,111.0,Warner Bros.,"3,212"
trade of innocents,"drama,thriller",0,15091,5800000,5.550000000000001,438.0,Christopher M. Bessette,"writer,director,producer",2012-09-27 00:00:00,2012,88.0,Monterey …,3
looper,"action,crime,drama",200,66486205,30000000,7.1,253659.0,Rian Johnson,"director,writer,editor",2012-09-28 00:00:00,2012,113.0,Sony Pict…,"2,993"
hotel transylvania,"animation,comedy,family",100,148313048,85000000,7.0,104792.0,Peter Baynham,"writer,actor,producer",2012-09-28 00:00:00,2012,91.0,Sony Pict…,"3,384"
pitch perfect,"comedy,music,romance",300,65001093,17000000,7.25,130399.0,Kay Cannon,"producer,writer,miscellaneous",2012-09-28 00:00:00,2012,112.0,Universal,"2,787"
won't back down,drama,0,5310554,19000000,6.35,2989.0,Brin Hill,"writer,director,cinematographer",2012-09-28 00:00:00,2012,121.0,20th Cent…,"2,517"
the other dream team,"documentary,sport",0,134109,500000,7.95,1672.0,Jon Weinbach,"producer,writer,director",2012-09-28 00:00:00,2012,89.0,Film Arcade,14
taken 2,"action,thriller",300,139854287,45000000,6.25,138570.0,Luc Besson,"writer,producer,director",2012-10-04 00:00:00,2012,92.0,20th Cent…,"3,706"
frankenweenie,"animation,comedy,family",0,35287788,39000000,6.9,45587.0,Tim Burton,"producer,miscellaneous,director",2012-10-05 00:00:00,2012,87.0,Walt Disney,"3,005"
the paperboy,"crime,drama,mystery",0,677200,12500000,5.65,17174.0,Lee Daniels,"writer,producer,director",2012-10-05 00:00:00,2012,107.0,Alchemy,76
argo,"biography,drama,thriller",300,136025503,44500000,7.45,269905.0,Chris Terrio,"writer,director,editor",2012-10-12 00:00:00,2012,120.0,Warner Bros.,"3,247"
here comes the boom,"action,comedy,sport",100,45290318,42000000,6.2,41286.0,Kevin James,"actor,producer,writer",2012-10-12 00:00:00,2012,105.0,Sony Pict…,"3,014"
alex cross,"action,crime,mystery",0,25888412,35000000,5.1,15687.0,Marc Moss,"writer,miscellaneous",2012-10-18 00:00:00,2012,101.0,Lionsgate,"2,541"
the sessions,"biography,comedy,drama",600,6002451,1000000,7.050000000000001,20013.0,Ben Lewin,"director,writer,producer",2012-10-18 00:00:00,2012,95.0,Fox Searc…,516
the first time,"comedy,drama,romance",0,17061,2000000,6.95,32007.0,Jonathan Kasdan,"actor,writer,director",2012-10-19 00:00:00,2012,95.0,Samuel Go…,19
paranormal activity 4,"horror,mystery,thriller",1000,53900335,5000000,5.0,29717.0,Christopher Landon,"writer,producer,director",2012-10-19 00:00:00,2012,88.0,Paramount…,"3,412"
cloud atlas,"action,drama,mystery",0,27108272,102000000,7.1,165489.0,Tom Tykwer,"composer,writer,director",2012-10-26 00:00:00,2012,172.0,Warner Bros.,"2,023"
fun size,"adventure,comedy",0,9409538,14000000,5.45,6587.0,Max Werner,"writer,producer,miscellaneous",2012-10-26 00:00:00,2012,86.0,Paramount…,"3,016"
chasing mavericks,"biography,drama,sport",0,6002756,20000000,7.1,14661.0,Brandon Hooper,"actor,writer,producer",2012-10-26 00:00:00,2012,116.0,20th Cent…,"2,030"
wreck-it ralph,"adventure,animation,comedy",100,189412677,165000000,7.5,176138.0,John C. Reilly,"actor,writer,producer",2012-11-02 00:00:00,2012,101.0,Walt Disney,"3,752"
the man with the iron fists,action,100,15634090,15000000,5.35,29379.0,Eli Roth,"producer,actor,writer",2012-11-02 00:00:00,2012,95.0,Universal,"1,872"
flight,"drama,thriller",300,93772375,31000000,7.0,153295.0,John Gatins,"actor,writer,producer",2012-11-02 00:00:00,2012,138.0,Paramount…,"2,638"
vamps,"comedy,horror,thriller",0,3361,16000000,4.75,79.0,Marcus Dreeke,"actor,miscellaneous,director",2012-11-02 00:00:00,2010,89.0,Anchor Ba…,1
skyfall,"action,adventure,thriller",100,304360277,200000000,7.449999999999999,301331.0,Ian Fleming,"writer,miscellaneous",2012-11-09 00:00:00,2012,143.0,Sony Pict…,"3,526"
jab tak hai jaan,"drama,romance",0,3047539,9200000,6.85,24235.0,Devika Bhagat,"writer,assistant_director,director",2012-11-13 00:00:00,2012,176.0,Yash Raj …,164
lincoln,"biography,drama,history",200,182207973,65000000,7.1,115481.0,Doris Kearns Goodwin,"miscellaneous,writer,actress",2012-11-16 00:00:00,2012,150.0,Walt Disney,"2,293"
