movie_name,genres,percentage_ROI_gross_budget,gross,budget,opening_weekend_boxoffice,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
the descendants,"comedy,drama",413.12,82624961.0,20000000.0,1190096.0,7.05,112493.0,Nat Faxon,"actor,producer,writer",2011-11-18 00:00:00,2011,115.0,Fox Searc…,"2,038"
another happy day,"comedy,drama",0.23,9120.0,4000000.0,9120.0,6.05,1926.0,Sam Levinson,"writer,actor,director",2011-11-18 00:00:00,2011,119.0,Phase 4 F…,2
arthur christmas,"adventure,animation,comedy",54.66,46462469.0,85000000.0,12068931.0,6.9,23065.0,Peter Baynham,"writer,actor,producer",2011-11-23 00:00:00,2011,97.0,Sony Pict…,"3,376"
hugo,"adventure,drama,family",41.04,73864507.0,180000000.0,11364505.0,7.3,144496.0,John Logan,"writer,producer,executive",2011-11-23 00:00:00,2011,126.0,Paramount…,"2,608"
the muppets,"adventure,comedy,family",196.95,88625922.0,45000000.0,29239026.0,6.85,41791.0,Jim Henson,"actor,writer,producer",2011-11-23 00:00:00,2011,103.0,Walt Disney,"3,440"
shame,drama,61.57,4002293.0,6500000.0,349519.0,7.1,86480.0,Harold Manning,"writer,miscellaneous,director",2011-12-02 00:00:00,2011,101.0,Fox Searc…,95
nerve,"action,adventure,crime",192.92,38583626.0,20000000.0,9445456.0,8.25,51391.0,Jessica Sharzer,"producer,writer,editor",2011-12-07 00:00:00,2016,96.0,Lionsgate,"2,538"
we need to talk about kevin,"drama,mystery,thriller",24.84,1738692.0,7000000.0,24587.0,7.55,62462.0,Lynne Ramsay,"director,writer,producer",2011-12-09 00:00:00,2011,112.0,Oscillosc…,80
the sitter,comedy,122.17,30542576.0,25000000.0,9851435.0,5.550000000000001,33023.0,Alessandro Tanaka,"writer,producer,actor",2011-12-09 00:00:00,2011,81.0,20th Cent…,"2,752"
tinker tailor soldier spy,"drama,mystery,thriller",115.0,24149393.0,21000000.0,310562.0,6.9,88146.0,John le Carré,"writer,producer,actor",2011-12-09 00:00:00,2011,122.0,Focus Fea…,886
ghost rider: spirit of vengeance,"action,fantasy,thriller",90.83,51774002.0,57000000.0,22115334.0,4.55,52823.0,David S. Goyer,"writer,producer,director",2011-12-10 00:00:00,2011,96.0,Sony Pict…,"3,174"
the girl with the dragon tattoo,"crime,drama,mystery",113.91,102515793.0,90000000.0,12768604.0,7.55,195775.0,Steven Zaillian,"writer,producer,director",2011-12-14 00:00:00,2011,158.0,Sony Pict…,"2,950"
sherlock holmes: a game of shadows,"action,adventure,crime",149.48,186848418.0,125000000.0,39637079.0,7.3,200284.0,Arthur Conan Doyle,"writer,producer,actor",2011-12-16 00:00:00,2011,129.0,Warner Bros.,"3,703"
alvin and the chipmunks: chipwrecked,"adventure,animation,comedy",166.38,133107389.0,80000000.0,23244744.0,4.95,14606.0,Jonathan Aibel,"producer,writer,miscellaneous",2011-12-16 00:00:00,2011,87.0,20th Cent…,"3,734"
carnage,"comedy,drama",10.19,2546747.0,25000000.0,79795.0,7.15,56425.0,Roman Polanski,"actor,director,writer",2011-12-16 00:00:00,2011,80.0,Sony Pict…,494
young adult,"comedy,drama",135.93,16311571.0,12000000.0,310263.0,6.0,37337.0,Diablo Cody,"writer,producer,actress",2011-12-16 00:00:00,2011,94.0,Paramount…,987
the adventures of tintin,"action,adventure,animation",59.69,77591831.0,130000000.0,9720993.0,7.05,102840.0,Joe Cornish,"writer,director,editor",2011-12-20 00:00:00,2011,107.0,Paramount…,"3,087"
we bought a zoo,"comedy,drama,family",151.25,75624550.0,50000000.0,9360434.0,6.9,64186.0,Cameron Crowe,"writer,producer,director",2011-12-23 00:00:00,2011,124.0,20th Cent…,"3,170"
in the land of blood and honey,"drama,romance,war",2.34,303877.0,13000000.0,18854.0,5.25,16429.0,Angelina Jolie,"actress,producer,director",2011-12-23 00:00:00,2011,127.0,FilmDistrict,18
the darkest hour,"action,adventure,horror",61.62,21443494.0,34800000.0,2993519.0,4.9,27903.0,Leslie Bohem,"writer,producer,soundtrack",2011-12-25 00:00:00,2011,89.0,Summit En…,"2,327"
war horse,"drama,history,war",114.12,79883359.0,70000000.0,7515402.0,7.2,69148.0,Richard Curtis,"writer,producer,director",2011-12-25 00:00:00,2011,146.0,Walt Disney,"2,856"
newlyweds,"comedy,drama",50.93,4584.0,9000.0,4584.0,5.9,721.0,Edward Burns,"actor,writer,producer",2011-12-26 00:00:00,2011,95.0,TriBeca F…,1
the innkeepers,"drama,horror,mystery",10.45,78396.0,750000.0,29557.0,5.5,15706.0,Ti West,"director,writer,actor",2011-12-30 00:00:00,2011,101.0,Magnolia …,20
the devil inside,"horror,thriller",5326.29,53262945.0,1000000.0,33732515.0,5.7,237.0,Robert Shaw,"miscellaneous,location_management,writer",2012-01-06 00:00:00,2010,91.62130403630285,Paramount…,"2,551"
the devil inside,horror,5326.29,53262945.0,1000000.0,33732515.0,4.45,16981.0,William Brent Bell,"director,producer,writer",2012-01-06 00:00:00,2012,83.0,Paramount…,"2,551"
morgan,"drama,romance",48.94,3915251.0,8000000.0,2012709.0,6.75,622.0,Michael D. Akers,"director,editor,miscellaneous",2012-01-07 00:00:00,2012,89.0,20th Cent…,"2,020"
red tails,"action,adventure,drama",85.99,49876377.0,58000000.0,18782154.0,5.95,16035.0,John Ridley,"producer,writer,miscellaneous",2012-01-11 00:00:00,2012,125.0,20th Cent…,"2,573"
beauty and the beast,"family,fantasy,musical",315.01,504014165.0,160000000.0,174750616.0,7.45,122027.0,Stephen Chbosky,"writer,producer,director",2012-01-13 00:00:00,2017,129.0,Walt Disney,"4,210"
contraband,"action,crime,drama",266.11,66528000.0,25000000.0,24349815.0,6.35,56411.0,Óskar Jónasson,"writer,director,producer",2012-01-13 00:00:00,2012,109.0,Universal,"2,870"
joyful noise,"comedy,drama,music",112.48,30932113.0,27500000.0,11225190.0,6.1,3822.0,Todd Graff,"actor,writer,producer",2012-01-13 00:00:00,2012,118.0,Warner Bros.,"2,735"
the grey,"action,adventure,drama",206.32,51580136.0,25000000.0,19665101.0,6.65,115539.0,Joe Carnahan,"producer,writer,director",2012-01-27 00:00:00,2011,117.0,Open Road,"3,207"
man on a ledge,"action,adventure,crime",44.33,18620000.0,42000000.0,8001932.0,6.449999999999999,69483.0,Pablo F. Fenjves,"writer,producer",2012-01-27 00:00:00,2012,102.0,Lionsgate,"2,998"
one for the money,"action,comedy,crime",62.89,26414527.0,42000000.0,11515790.0,5.4,19544.0,Stacy Sherman,"writer,producer,director",2012-01-27 00:00:00,2012,91.0,Lionsgate,"2,737"
chronicle,"drama,sci-fi,thriller",538.13,64575175.0,12000000.0,22004098.0,6.9,116171.0,Max Landis,"writer,producer,actor",2012-02-02 00:00:00,2012,84.0,20th Cent…,"2,908"
big miracle,"biography,drama,family",50.39,20157300.0,40000000.0,7760205.0,6.55,8917.0,Jack Amiel,"writer,producer,miscellaneous",2012-02-03 00:00:00,2012,107.0,Universal,"2,133"
journey 2: the mysterious island,"action,adventure,comedy",131.47,103860290.0,79000000.0,27335363.0,5.85,42829.0,Brian Gunn,"writer,producer,actor",2012-02-10 00:00:00,2012,94.0,Warner Bros.,"3,500"
safe house,"action,adventure,crime",148.45,126181630.0,85000000.0,40172720.0,6.6,97326.0,David Guggenheim,"writer,producer,miscellaneous",2012-02-10 00:00:00,2012,115.0,Universal,"3,121"
the vow,"drama,romance",416.71,125014030.0,30000000.0,41202458.0,6.949999999999999,88019.0,Jason Katims,"producer,writer,miscellaneous",2012-02-10 00:00:00,2012,104.0,Sony Pict…,"3,038"
into the woods,thriller,227.76,128002372.0,56200000.0,31051923.0,2.6500000000000004,85.0,Hadrian Hooks,"actor,director,writer",2012-02-15 00:00:00,2012,91.62130403630285,Walt Disney,"2,833"
this means war,"action,comedy,romance",84.25,54760791.0,65000000.0,17405930.0,6.15,84767.0,Timothy Dowling,"actor,writer,miscellaneous",2012-02-17 00:00:00,2012,103.0,20th Cent…,"3,189"
act of valor,"action,adventure,drama",583.44,70012847.0,12000000.0,24476632.0,6.4,32185.0,Kurt Johnstad,"writer,producer,camera_department",2012-02-24 00:00:00,2012,110.0,Relativity,"3,053"
wanderlust,"comedy,romance",53.19,17288155.0,32500000.0,6526650.0,5.5,34887.0,Ken Marino,"actor,writer,producer",2012-02-24 00:00:00,2012,98.0,Universal,"2,002"
project x,comedy,456.1,54731865.0,12000000.0,21051363.0,6.550000000000001,90375.0,Michael Bacall,"actor,writer,soundtrack",2012-03-02 00:00:00,2012,88.0,Warner Bros.,"3,055"
tim and eric's billion dollar movie,comedy,6.71,201436.0,3000000.0,87475.0,5.550000000000001,4532.0,Jon Mugar,"producer,writer,actor",2012-03-02 00:00:00,2012,93.0,Magnet Pi…,33
a thousand words,"comedy,drama",46.13,18450127.0,40000000.0,6176280.0,6.0,18536.0,Steve Koren,"writer,producer,miscellaneous",2012-03-08 00:00:00,2012,91.0,Paramount…,"1,895"
john carter,"action,adventure,sci-fi",26.57,73058679.0,275000000.0,30180188.0,6.35,122565.0,Andrew Stanton,"writer,actor,producer",2012-03-09 00:00:00,2012,132.0,Walt Disney,"3,749"
eden,"crime,drama",0.0,0.0,2300000.0,18987.0,6.75,3904.0,Megan Griffiths,"assistant_director,director,producer",2012-03-11 00:00:00,2012,98.0,Broad Gre…,15
21 jump street,"action,comedy,crime",329.64,138447667.0,42000000.0,36302612.0,7.0,242149.0,Stephen J. Cannell,"writer,producer,actor",2012-03-12 00:00:00,2012,109.0,Sony Pict…,"3,148"
casa de mi padre,"comedy,western",98.49,5909483.0,6000000.0,2287239.0,5.35,9662.0,Andrew Steele,"writer,producer,miscellaneous",2012-03-16 00:00:00,2012,84.0,Lionsgate,475
the hunger games,"action,adventure,sci-fi",510.01,408010692.0,80000000.0,152535747.0,7.15,404907.0,Gary Ross,"writer,producer,director",2012-03-23 00:00:00,2012,142.0,Lionsgate,"4,137"
wrath of the titans,"action,adventure,fantasy",55.78,83670083.0,150000000.0,33457188.0,5.65,87386.0,Greg Berlanti,"producer,writer,director",2012-03-29 00:00:00,2012,99.0,Warner Bros.,"3,545"
mirror mirror,"adventure,comedy,drama",76.39,64935167.0,85000000.0,18132085.0,5.699999999999999,40804.0,Jason Keller,"writer,producer",2012-03-30 00:00:00,2012,106.0,Relativity,"3,618"
american reunion,comedy,113.52,56758835.0,50000000.0,21514080.0,6.45,97464.0,Adam Herz,"writer,producer,actor",2012-04-06 00:00:00,2012,113.0,Universal,"3,203"
damsels in distress,"comedy,drama,romance",33.58,1007535.0,3000000.0,58589.0,5.6,4448.0,Whit Stillman,"director,writer,producer",2012-04-06 00:00:00,2011,99.0,Sony Pict…,205
the cabin in the woods,horror,140.24,42073277.0,30000000.0,14743614.0,6.75,171315.0,Joss Whedon,"writer,producer,director",2012-04-12 00:00:00,2011,95.0,Lionsgate,"3,572"
lockout,"action,sci-fi,thriller",71.63,14326865.0,20000000.0,6231836.0,6.0,45279.0,Luc Besson,"writer,producer,director",2012-04-13 00:00:00,2012,95.0,Open Road,"2,335"
the three stooges,"comedy,family",147.79,44338224.0,30000000.0,17010125.0,5.1,14392.0,Mike Cerrone,"actor,writer,production_manager",2012-04-13 00:00:00,2012,92.0,20th Cent…,"3,482"
blue like jazz,"comedy,drama",49.58,595018.0,1200000.0,261190.0,5.9,1422.0,Steve Taylor,"actor,producer,director",2012-04-13 00:00:00,2012,108.0,Roadside …,136
safe,"action,crime,thriller",51.95,17142080.0,33000000.0,7892539.0,6.4,48818.0,Boaz Yakin,"writer,director,producer",2012-04-16 00:00:00,2012,94.0,Lionsgate,"2,271"
the lucky one,"drama,romance",241.83,60457138.0,25000000.0,22518358.0,6.7,48185.0,Nicholas Sparks,"writer,producer",2012-04-20 00:00:00,2012,101.0,Warner Bros.,"3,175"
think like a man,"comedy,romance",762.89,91547205.0,12000000.0,33636303.0,6.75,20740.0,Steve Harvey,"producer,actor,writer",2012-04-20 00:00:00,2012,122.0,Sony Pict…,"2,052"
darling companion,"comedy,drama,romance",6.61,793352.0,12000000.0,39962.0,5.05,1565.0,Lawrence Kasdan,"writer,producer,director",2012-04-20 00:00:00,2012,103.0,Sony Pict…,64
bernie,"biography,comedy,crime",153.41,9204489.0,6000000.0,85805.0,6.699999999999999,27134.0,Richard Linklater,"producer,director,writer",2012-04-27 00:00:00,2011,99.0,Alchemy,332
the five-year engagement,"comedy,romance",95.67,28700285.0,30000000.0,10610060.0,6.0,44605.0,Jason Segel,"actor,soundtrack,writer",2012-04-27 00:00:00,2012,124.0,Universal,"2,941"
detention of the dead,"action,adventure,comedy",0.36,1778.0,500000.0,1332.0,4.8,1232.0,Alex Craig Mann,"actor,director,writer",2012-04-27 00:00:00,2012,87.0,Anchor Ba…,2
redemption,"adventure,drama,romance",0.16,36686.0,23000000.0,19768.0,4.15,50.0,Joseph P. Stachura,"producer,director,writer",2012-05-02 00:00:00,2011,97.0,Roadside …,19
the avengers,"action,adventure,sci-fi",277.01,623279547.0,225000000.0,207438708.0,7.85,601664.0,Zak Penn,"writer,producer,actor",2012-05-04 00:00:00,2012,143.0,Walt Disney,"4,349"
lol,"comedy,drama,romance",0.0,0.0,11000000.0,46000.0,5.25,26617.0,Lisa Azuelos,"writer,producer,director",2012-05-04 00:00:00,2012,97.0,Lionsgate,105
dark shadows,"comedy,fantasy,horror",53.15,79727149.0,150000000.0,29685274.0,6.050000000000001,117007.0,John August,"writer,producer,soundtrack",2012-05-11 00:00:00,2012,113.0,Warner Bros.,"3,755"
the dictator,comedy,91.77,59650222.0,65000000.0,17435092.0,6.2,127009.0,Sacha Baron Cohen,"actor,writer,producer",2012-05-16 00:00:00,2012,83.0,Paramount…,"3,014"
battleship,"action,adventure,sci-fi",29.65,65233400.0,220000000.0,25534825.0,5.699999999999999,114291.0,Erich Hoeber,"writer,producer,actor",2012-05-18 00:00:00,2012,131.0,Universal,"3,702"
what to expect when you're expecting,"comedy,drama,romance",109.74,41152203.0,37500000.0,10547068.0,5.800000000000001,33510.0,Shauna Cross,"writer,casting_department,producer",2012-05-18 00:00:00,2012,110.0,Lionsgate,"3,021"
split,"drama,fantasy",2762.83,138141585.0,5000000.0,40010975.0,4.45,191.0,Deborah Kampmeier,"writer,director,producer",2012-05-24 00:00:00,2016,127.0,Universal,"3,373"
men in black 3,"action,adventure,comedy",83.27,179020854.0,215000000.0,54592779.0,6.6,158138.0,Lowell Cunningham,"writer,actor,camera_department",2012-05-25 00:00:00,2012,106.0,Sony Pict…,"4,248"
chernobyl diaries,"horror,mystery,thriller",1811.96,18119640.0,1000000.0,7955307.0,5.0,30573.0,Shane Van Dyke,"actor,writer,director",2012-05-25 00:00:00,2012,86.0,Warner Bros.,"2,433"
moonrise kingdom,"adventure,comedy,drama",284.45,45512466.0,16000000.0,522996.0,7.75,147386.0,Wes Anderson,"writer,director,producer",2012-05-25 00:00:00,2012,94.0,Focus Fea…,924
the best exotic marigold hotel,"comedy,drama,romance",463.84,46383639.0,10000000.0,737051.0,7.1,43283.0,Deborah Moggach,"writer,actress",2012-05-25 00:00:00,2011,124.0,Fox Searc…,"1,298"
snow white and the huntsman,"action,adventure,drama",91.26,155136755.0,170000000.0,56217700.0,6.0,132098.0,Hossein Amini,"writer,producer,director",2012-06-01 00:00:00,2012,127.0,Universal,"3,777"
for greater glory: the true story of cristiada,"drama,history,war",47.24,5669081.0,12000000.0,1885608.0,6.6,2132.0,Michael Love,"writer,producer,director",2012-06-01 00:00:00,2012,145.0,ARC Enter…,757
hardflip,"action,drama",9.67,96734.0,1000000.0,49879.0,5.3,340.0,Johnny Remo,"producer,writer,director",2012-06-01 00:00:00,2012,112.0,Rocky Mou…,22
cinderella,"drama,family,fantasy",211.74,201151353.0,95000000.0,67877361.0,5.75,71400.0,Charles Perrault,writer,2012-06-06 00:00:00,2015,105.0,Walt Disney,"3,848"
prometheus,"adventure,mystery,sci-fi",101.18,126477084.0,125000000.0,51050101.0,6.7,273052.0,Damon Lindelof,"writer,producer,miscellaneous",2012-06-08 00:00:00,2012,124.0,20th Cent…,"3,442"
madagascar 3: europe's most wanted,"adventure,animation,comedy",149.24,216391482.0,145000000.0,60316738.0,6.65,75119.0,Noah Baumbach,"writer,director,producer",2012-06-08 00:00:00,2012,93.0,Paramount…,"4,263"
safety not guaranteed,"comedy,drama,romance",534.79,4010957.0,750000.0,97762.0,6.95,56349.0,Derek Connolly,"writer,producer,actor",2012-06-08 00:00:00,2012,86.0,FilmDistrict,182
transcendence,drama,23.02,23022309.0,100000000.0,10886386.0,5.8,12.0,Nicholas P. Richards,"art_department,editor,actor",2012-06-09 00:00:00,2012,98.0,Warner Bros.,"3,455"
your sister's sister,"comedy,drama",1331.24,1597486.0,120000.0,109221.0,6.65,12486.0,Lynn Shelton,"director,actress,producer",2012-06-14 00:00:00,2011,90.0,IFC Films,101
rock of ages,"comedy,drama,musical",55.03,38518613.0,70000000.0,14437269.0,6.0,35298.0,Chris D'Arienzo,"writer,actor,director",2012-06-15 00:00:00,2012,123.0,Warner Bros.,"3,470"
abraham lincoln: vampire hunter,"action,fantasy,horror",55.58,37519139.0,67500000.0,16306974.0,5.75,72431.0,Seth Grahame-Smith,"writer,producer,director",2012-06-22 00:00:00,2012,105.0,20th Cent…,"3,109"
to rome with love,"comedy,music,romance",77.6,16684352.0,21500000.0,361359.0,6.0,40239.0,Woody Allen,"writer,director,actor",2012-06-22 00:00:00,2012,112.0,Sony Pict…,806
seeking a friend for the end of the world,"adventure,comedy,drama",70.79,7078738.0,10000000.0,3822803.0,6.550000000000001,51577.0,Lorene Scafaria,"writer,actress,soundtrack",2012-06-22 00:00:00,2012,101.0,Focus Fea…,"1,625"
ted,"comedy,fantasy",437.33,218665740.0,50000000.0,54415205.0,6.6,273047.0,Seth MacFarlane,"writer,music_department,producer",2012-06-29 00:00:00,2012,106.0,Universal,"3,303"
magic mike,"comedy,drama",1624.59,113721571.0,7000000.0,39127170.0,6.1,62902.0,Reid Carolin,"producer,writer,executive",2012-06-29 00:00:00,2012,110.0,Warner Bros.,"3,120"
people like us,"comedy,drama",77.7,12431792.0,16000000.0,4255423.0,6.949999999999999,19989.0,Alex Kurtzman,"producer,writer,miscellaneous",2012-06-29 00:00:00,2012,114.0,Walt Disney,"2,055"
beasts of the southern wild,"adventure,drama,fantasy",710.87,12795746.0,1800000.0,169702.0,7.1,39022.0,Benh Zeitlin,"director,writer,composer",2012-06-29 00:00:00,2012,93.0,Fox Searc…,318
the amazing spider-man,"action,adventure,sci-fi",119.1,262030663.0,220000000.0,62004688.0,6.75,268021.0,Steve Ditko,writer,2012-07-04 00:00:00,2012,136.0,Sony Pict…,"4,318"
savages,"crime,drama,thriller",105.16,47323100.0,45000000.0,16016910.0,6.4,58519.0,Oliver Stone,"director,producer,writer",2012-07-06 00:00:00,2012,131.0,Universal,"2,635"
red lights,"drama,fantasy,horror",0.28,49521.0,17700000.0,10340.0,6.15,27951.0,Rodrigo Cortés,"writer,editor,director",2012-07-12 00:00:00,2012,114.0,Alchemy,18
ice age: continental drift,"adventure,animation,comedy",169.81,161321843.0,95000000.0,46629259.0,6.449999999999999,90099.0,Michael Berg,"writer,producer",2012-07-13 00:00:00,2012,88.0,20th Cent…,"3,886"
the dark knight rises,"action,thriller",162.96,448139099.0,275000000.0,160887295.0,8.05,700851.0,Bob Kane,"writer,miscellaneous,art_department",2012-07-20 00:00:00,2012,164.0,Warner Bros.,"4,404"
killer joe,"crime,drama,thriller",12.92,1291645.0,10000000.0,37864.0,6.6,34272.0,Tracy Letts,"actor,writer,producer",2012-07-27 00:00:00,2011,102.0,LD Distri…,73
step up revolution,"drama,music,romance",106.29,35074677.0,33000000.0,11731708.0,6.65,26273.0,Duane Adler,"writer,miscellaneous,producer",2012-07-27 00:00:00,2012,99.0,Lionsgate,"2,606"
the watch,"action,comedy,horror",62.46,34353000.0,55000000.0,12750297.0,5.550000000000001,58556.0,Seth Rogen,"actor,writer,producer",2012-07-27 00:00:00,2012,102.0,20th Cent…,"3,168"
total recall,"action,adventure,mystery",47.1,58877969.0,125000000.0,25577758.0,6.1,115973.0,Mark Bomback,"producer,writer",2012-08-03 00:00:00,2012,118.0,Sony Pict…,"3,601"
diary of a wimpy kid: dog days,"comedy,family",222.77,49008662.0,22000000.0,14623599.0,6.25,10005.0,Maya Forbes,"producer,writer,miscellaneous",2012-08-03 00:00:00,2012,94.0,20th Cent…,"3,401"
truth or dare,"horror,romance,thriller",1183.17,41411015.0,3500000.0,18667855.0,5.8,104.0,Tom Boyle,"producer,writer,cinematographer",2012-08-06 00:00:00,2013,85.0,Universal,"3,068"
truth or dare,"horror,mystery",1183.17,41411015.0,3500000.0,18667855.0,5.6,4158.0,Matthew McGuchan,"writer,producer,director",2012-08-06 00:00:00,2012,96.0,Universal,"3,068"
hope springs,"comedy,drama,romance",211.79,63536011.0,30000000.0,14650121.0,6.199999999999999,19548.0,Vanessa Taylor,"producer,writer",2012-08-07 00:00:00,2012,100.0,Sony Pict…,"2,441"
the bourne legacy,"action,adventure,thriller",90.56,113203870.0,125000000.0,38142825.0,6.4,136154.0,Tony Gilroy,"producer,writer,director",2012-08-10 00:00:00,2012,135.0,Universal,"3,753"
the campaign,comedy,91.48,86907746.0,95000000.0,26588460.0,5.9,59830.0,Chris Henchy,"producer,writer,actor",2012-08-10 00:00:00,2012,85.0,Warner Bros.,"3,302"
twixt,"comedy,fantasy,horror",0.0,0.0,7000000.0,1589.0,4.9,4953.0,Francis Ford Coppola,"producer,director,writer",2012-08-10 00:00:00,2011,88.0,Rialto Pi…,13
the odd life of timothy green,"comedy,drama,family",129.63,51853450.0,40000000.0,10822903.0,6.65,21687.0,Peter Hedges,"writer,director,actor",2012-08-15 00:00:00,2012,105.0,Walt Disney,"2,717"
robot & frank,"comedy,crime,drama",132.7,3317468.0,2500000.0,35539.0,7.0,29924.0,Christopher Ford,"writer,actor,producer",2012-08-16 00:00:00,2012,89.0,Samuel Go…,209
the expendables 2,"action,adventure,thriller",85.03,85028192.0,100000000.0,28591370.0,6.4,140901.0,Sylvester Stallone,"actor,writer,producer",2012-08-17 00:00:00,2012,103.0,Lionsgate,"3,355"
