movie_name,genres,percentage_ROI_gross_budget,gross,budget,opening_weekend_boxoffice,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
fort mccoy,"drama,history,war",2.63,78948.0,3000000.0,4070.0,6.1,160.0,Kate Connor,"actress,producer,director",2014-01-01 00:00:00,2011,100.0,Monterey …,14
breaking in,"action,crime,drama",780.68,46840590.0,6000000.0,17630285.0,3.95,5078.0,Ryan Engle,"writer,director,producer",2014-01-01 00:00:00,2018,88.0,Universal,"2,537"
paranormal activity: the marked ones,"horror,mystery,thriller",649.25,32462372.0,5000000.0,18343611.0,5.15,18949.0,Christopher Landon,"writer,producer,director",2014-01-03 00:00:00,2014,84.0,Paramount…,"2,883"
the legend of hercules,"action,adventure,fantasy",26.93,18848538.0,70000000.0,8868318.0,4.35,25578.0,Renny Harlin,"producer,director,writer",2014-01-10 00:00:00,2014,99.0,Lionsgate,"2,104"
jack ryan: shadow recruit,"action,drama,thriller",84.3,50577412.0,60000000.0,15451981.0,6.15,58300.0,Tom Clancy,"writer,producer,miscellaneous",2014-01-17 00:00:00,2014,105.0,Paramount…,"3,387"
ride along,action,536.81,134202565.0,25000000.0,41516170.0,5.300000000000001,645.0,Larry Greene,"actor,writer,producer",2014-01-17 00:00:00,2012,87.0,Universal,"2,867"
devil's due,"horror,mystery,thriller",226.02,15821461.0,7000000.0,8308220.0,4.3,7902.0,Lindsay Devlin,"writer,producer,miscellaneous",2014-01-17 00:00:00,2014,89.0,20th Cent…,"2,544"
wish i was here,"comedy,drama",59.85,3591299.0,6000000.0,484401.0,6.65,17673.0,Adam J. Braff,"art_department,writer,producer",2014-01-18 00:00:00,2014,106.0,Focus Fea…,753
hits,"comedy,drama",1.52,15156.0,1000000.0,15156.0,5.4,871.0,David Cross,"actor,writer,producer",2014-01-21 00:00:00,2014,96.0,Honora Pr…,2
"i, frankenstein","action,fantasy,horror",29.35,19075290.0,65000000.0,8610441.0,5.15,38000.0,Stuart Beattie,"writer,director,producer",2014-01-24 00:00:00,2014,92.0,Lionsgate,"2,753"
that awkward moment,"comedy,romance",325.86,26068955.0,8000000.0,8742109.0,6.15,46953.0,Tom Gormican,"writer,producer,director",2014-01-31 00:00:00,2014,94.0,FilmDistrict,"2,809"
the lego movie,"action,adventure,animation",429.64,257784718.0,60000000.0,69050279.0,7.6,154509.0,Kevin Eastman,"writer,actor,producer",2014-02-07 00:00:00,2014,100.0,Warner Bros.,"3,890"
the monuments men,"comedy,drama,history",111.47,78031620.0,70000000.0,22003433.0,6.0,59933.0,George Clooney,"actor,producer,director",2014-02-07 00:00:00,2014,118.0,Sony Pict…,"3,083"
robocop,"action,crime,sci-fi",48.84,58607007.0,120000000.0,21681430.0,6.0,104594.0,Michael Miner,"writer,miscellaneous,director",2014-02-12 00:00:00,2014,117.0,Sony Pict…,"3,372"
3 days to kill,"action,drama,thriller",109.64,30697999.0,28000000.0,12242218.0,6.15,41480.0,Luc Besson,"writer,producer,director",2014-02-14 00:00:00,2014,117.0,Relativity,"2,872"
endless love,"drama,romance",117.19,23438250.0,20000000.0,13307125.0,6.55,19429.0,Shana Feste,"director,writer,actress",2014-02-14 00:00:00,2014,104.0,Universal,"2,896"
about last night,"comedy,romance",374.14,48637684.0,13000000.0,25649011.0,6.05,10695.0,David Mamet,"writer,producer,director",2014-02-14 00:00:00,2014,100.0,Sony Pict…,"2,253"
pompeii,"action,adventure,drama",28.96,23169033.0,80000000.0,10340823.0,5.45,51272.0,Janet Scott Batchler,"writer,director",2014-02-21 00:00:00,2014,105.0,Sony Pict…,"2,658"
son of god,"biography,drama,history",271.36,59700064.0,22000000.0,25601865.0,6.1,8864.0,Christopher Spencer,"director,writer,producer",2014-02-28 00:00:00,2014,138.0,20th Cent…,"3,271"
300: rise of an empire,"action,fantasy,war",96.89,106580051.0,110000000.0,45038460.0,6.1,133424.0,Kurt Johnstad,"writer,producer,camera_department",2014-03-07 00:00:00,2014,102.0,Warner Bros.,"3,490"
the grand budapest hotel,"adventure,comedy,crime",190.57,59076019.0,31000000.0,811166.0,8.05,320847.0,Wes Anderson,"writer,director,producer",2014-03-07 00:00:00,2014,99.0,Fox Searc…,"1,467"
mr. peabody & sherman,"adventure,animation,comedy",76.9,111506430.0,145000000.0,32207057.0,6.699999999999999,29317.0,Robert Ben Garant,"producer,writer,actor",2014-03-07 00:00:00,2014,92.0,20th Cent…,"3,951"
the face of love,"drama,mystery,romance",9.63,385069.0,4000000.0,25800.0,6.15,2389.0,Matthew McDuffie,"writer,actor,director",2014-03-07 00:00:00,2013,92.0,IFC Films,42
krisha,drama,482.74,144822.0,30000.0,10250.0,8.1,2959.0,Trey Edward Shults,"director,writer,editor",2014-03-07 00:00:00,2015,83.0,A24,26
the mule,"crime,drama,mystery",207.61,103804407.0,50000000.0,17509431.0,5.35,844.0,Don Fiebiger,writer,2014-03-10 00:00:00,2012,96.0,Warner Bros.,"3,329"
the mule,"crime,drama,thriller",207.61,103804407.0,50000000.0,17509431.0,6.75,29516.0,Sam Dolnick,"writer,producer,miscellaneous",2014-03-10 00:00:00,2018,116.0,Warner Bros.,"3,329"
need for speed,"action,crime,thriller",66.01,43568507.0,66000000.0,17844939.0,6.3,78649.0,John Gatins,"actor,writer,producer",2014-03-14 00:00:00,2014,132.0,Walt Disney,"3,115"
bad words,"comedy,drama",77.8,7779614.0,10000000.0,113301.0,6.550000000000001,22256.0,Andrew Dodge,writer,2014-03-14 00:00:00,2013,89.0,Focus Fea…,"1,074"
veronica mars,"crime,drama,mystery",55.37,3322127.0,6000000.0,1988351.0,6.75,23725.0,Diane Ruggiero,"producer,writer",2014-03-14 00:00:00,2014,107.0,Warner Bros.,347
divergent,"action,adventure,mystery",177.59,150947895.0,85000000.0,54607747.0,6.800000000000001,203991.0,Vanessa Taylor,"producer,writer",2014-03-21 00:00:00,2014,139.0,Lionsgate,"3,936"
blood ties,"action,crime,drama",0.16,42472.0,26000000.0,26912.0,6.3,9019.0,Guillaume Canet,"actor,writer,director",2014-03-21 00:00:00,2013,127.0,Roadside …,28
muppets most wanted,"adventure,comedy,crime",93.05,51178893.0,55000000.0,17005126.0,6.300000000000001,14745.0,Jim Henson,"actor,writer,producer",2014-03-21 00:00:00,2014,107.0,Walt Disney,"3,194"
50 to 1,drama,10.69,1069454.0,10000000.0,78480.0,6.4,882.0,Faith Conroy,"miscellaneous,writer,producer",2014-03-21 00:00:00,2014,110.0,Ten Furlongs,133
sabotage,"action,crime,drama",30.02,10508518.0,35000000.0,5272444.0,5.6,28188.0,David Ayer,"writer,director,producer",2014-03-28 00:00:00,2014,109.0,Open Road,"2,486"
oculus,"horror,mystery",553.9,27695246.0,5000000.0,12005402.0,6.45,54326.0,Mike Flanagan,"editor,writer,director",2014-04-03 00:00:00,2013,104.0,Relativity,"2,648"
captain america: the winter soldier,"action,adventure,sci-fi",152.79,259746958.0,170000000.0,95023721.0,7.75,338643.0,Jack Kirby,"writer,animation_department,miscellaneous",2014-04-04 00:00:00,2014,136.0,Walt Disney,"3,938"
rio 2,"adventure,animation,comedy",101.18,131538435.0,130000000.0,39327869.0,6.3,37006.0,Jenny Bicks,"producer,writer,miscellaneous",2014-04-11 00:00:00,2014,101.0,20th Cent…,"3,975"
draft day,"drama,sport",115.37,28842237.0,25000000.0,9783603.0,6.699999999999999,24636.0,Scott Rothman,writer,2014-04-11 00:00:00,2014,110.0,Lionsgate,"2,781"
heaven is for real,"biography,drama,family",761.55,91386097.0,12000000.0,22522221.0,6.0,12315.0,Chris Parker,writer,2014-04-16 00:00:00,2014,99.0,Sony Pict…,"3,048"
13 sins,"horror,thriller",0.23,9134.0,4000000.0,9134.0,6.3,15063.0,David Birke,writer,2014-04-18 00:00:00,2014,93.0,RADiUS-TWC,45
a haunted house 2,"comedy,fantasy",433.24,17329487.0,4000000.0,8843875.0,5.1,9341.0,Marlon Wayans,"actor,writer,producer",2014-04-18 00:00:00,2014,86.0,Open Road,"2,310"
the word,drama,1.82,3648.0,200000.0,3648.0,5.75,56.0,Steve Grimaldi,"writer,producer,director",2014-04-22 00:00:00,2013,104.0,Scarlet S…,1
blue ruin,"crime,drama,thriller",61.52,258384.0,420000.0,32608.0,7.0,29773.0,Jeremy Saulnier,"camera_department,cinematographer,director",2014-04-25 00:00:00,2013,90.0,RADiUS-TWC,61
brick mansions,"action,crime",72.85,20396829.0,28000000.0,9516855.0,5.800000000000001,19218.0,Luc Besson,"writer,producer,director",2014-04-25 00:00:00,2014,90.0,Relativity,"2,647"
the amazing spider-man 2,"action,adventure,sci-fi",101.43,202853933.0,200000000.0,91608337.0,6.5,197791.0,Steve Ditko,writer,2014-05-02 00:00:00,2014,142.0,Sony Pict…,"4,324"
water & power,"crime,drama",7.09,42557.0,600000.0,39428.0,4.6,50.0,Richard Montoya,"actor,writer,producer",2014-05-02 00:00:00,2013,88.0,North/Sou…,16
palo alto,drama,76.77,767732.0,1000000.0,63461.0,6.300000000000001,12965.0,Gia Coppola,"director,actress,writer",2014-05-09 00:00:00,2013,100.0,TriBeca F…,72
neighbors,comedy,833.82,150086800.0,18000000.0,49033915.0,6.25,135278.0,Andrew Jay Cohen,"writer,producer,director",2014-05-09 00:00:00,2014,97.0,Universal,"3,311"
godzilla,"action,adventure,sci-fi",125.42,200676069.0,160000000.0,93188384.0,6.25,177870.0,Frank Darabont,"writer,producer,director",2014-05-16 00:00:00,2014,123.0,Warner Bros.,"3,952"
the fault in our stars,"drama,romance",1040.6,124872350.0,12000000.0,48002523.0,7.65,161185.0,John Green,"producer,writer,director",2014-05-16 00:00:00,2014,126.0,20th Cent…,"3,340"
million dollar arm,"biography,drama,sport",145.79,36447959.0,25000000.0,10515659.0,6.9,20680.0,Tom McCarthy,"actor,producer,writer",2014-05-16 00:00:00,2014,124.0,Walt Disney,"3,019"
x-men: days of future past,"action,adventure,sci-fi",116.96,233921534.0,200000000.0,90823660.0,7.75,315070.0,Jack Kirby,"writer,animation_department,miscellaneous",2014-05-23 00:00:00,2014,132.0,20th Cent…,"4,001"
blended,"comedy,romance",102.87,46290741.0,45000000.0,14284031.0,6.6,54100.0,Ivan Menchell,"producer,writer,actor",2014-05-23 00:00:00,2014,117.0,Warner Bros.,"3,555"
maleficent,"action,adventure,family",134.12,241407328.0,180000000.0,69431298.0,7.0,156987.0,Milt Banta,"writer,animation_department",2014-05-30 00:00:00,2014,97.0,Walt Disney,"3,948"
a million ways to die in the west,"comedy,western",106.8,42720965.0,40000000.0,16797385.0,5.949999999999999,81376.0,Seth MacFarlane,"writer,music_department,producer",2014-05-30 00:00:00,2014,116.0,Universal,"3,160"
edge of tomorrow,"action,sci-fi",56.3,100206256.0,178000000.0,28760246.0,7.75,277165.0,Christopher McQuarrie,"writer,producer,director",2014-06-06 00:00:00,2014,113.0,Warner Bros.,"3,505"
obvious child,"comedy,drama,romance",312.26,3122616.0,1000000.0,77315.0,6.75,10896.0,Harold Manning,"writer,miscellaneous,director",2014-06-06 00:00:00,2014,84.0,A24,202
how to train your dragon 2,"action,adventure,animation",122.07,177002924.0,145000000.0,49451322.0,7.75,141897.0,Dean DeBlois,"writer,animation_department,director",2014-06-13 00:00:00,2014,102.0,20th Cent…,"4,268"
22 jump street,"action,comedy,crime",383.44,191719337.0,50000000.0,57071445.0,6.95,162335.0,Stephen J. Cannell,"writer,producer,actor",2014-06-13 00:00:00,2014,112.0,Sony Pict…,"3,426"
the signal,"drama,mystery,sci-fi",15.02,600896.0,4000000.0,155642.0,6.0,29654.0,David Frigerio,"writer,producer,director",2014-06-13 00:00:00,2014,97.0,Focus Fea…,204
think like a man too,"comedy,romance",270.95,65028687.0,24000000.0,29241911.0,6.05,9426.0,Steve Harvey,"producer,actor,writer",2014-06-20 00:00:00,2014,106.0,Sony Pict…,"3,049"
jersey boys,"biography,drama,music",117.62,47047013.0,40000000.0,13319371.0,6.85,15395.0,Marshall Brickman,"writer,producer,miscellaneous",2014-06-20 00:00:00,2014,134.0,Warner Bros.,"2,905"
happy christmas,"comedy,drama",43.3,30312.0,70000.0,7523.0,5.3,3656.0,Joe Swanberg,"writer,actor,producer",2014-06-26 00:00:00,2014,82.0,Magnolia …,9
transformers: age of extinction,"action,adventure,sci-fi",116.88,245439076.0,210000000.0,100038390.0,5.75,144145.0,Ehren Kruger,"writer,producer,executive",2014-06-27 00:00:00,2014,165.0,Paramount…,"4,233"
snowpiercer,"action,drama,sci-fi",11.41,4563029.0,40000000.0,171187.0,6.949999999999999,122006.0,Joon-ho Bong,"writer,director,producer",2014-06-27 00:00:00,2013,126.0,RADiUS-TWC,356
deliver us from evil,"horror,mystery,thriller",101.92,30577122.0,30000000.0,9740471.0,6.15,32448.0,Paul Harris Boardman,"writer,producer,assistant_director",2014-07-02 00:00:00,2014,118.0,Sony Pict…,"3,049"
earth to echo,"adventure,family,sci-fi",299.5,38934842.0,13000000.0,8364199.0,5.75,9002.0,Andrew Panay,"producer,actor,writer",2014-07-02 00:00:00,2014,91.0,Relativity,"3,230"
tammy,"comedy,romance",422.63,84525432.0,20000000.0,21577049.0,5.050000000000001,22540.0,Melissa McCarthy,"actress,producer,soundtrack",2014-07-03 00:00:00,2014,97.0,Warner Bros.,"3,465"
the girl on the train,thriller,167.54,75395035.0,45000000.0,24536265.0,5.15,422.0,Larry Brand,"writer,director,actor",2014-07-03 00:00:00,2013,80.0,Universal,"3,241"
dawn of the planet of the apes,"action,adventure,drama",122.67,208545589.0,170000000.0,72611427.0,7.449999999999999,198639.0,Mark Bomback,"producer,writer",2014-07-11 00:00:00,2014,130.0,20th Cent…,"3,969"
boyhood,drama,634.5,25379975.0,4000000.0,387618.0,7.7,159340.0,Richard Linklater,"producer,director,writer",2014-07-11 00:00:00,2014,165.0,IFC Films,775
begin again,"drama,family",202.13,16170632.0,8000000.0,134064.0,7.1,1073.0,Lisa Spurrier,"actress,producer,writer",2014-07-11 00:00:00,2013,68.0,Weinstein…,"1,302"
the purge: anarchy,"action,horror,sci-fi",795.14,71562550.0,9000000.0,29816675.0,6.55,64978.0,James DeMonaco,"writer,producer,director",2014-07-18 00:00:00,2014,103.0,Universal,"2,856"
sex tape,"comedy,romance",96.36,38543473.0,40000000.0,14608152.0,5.199999999999999,51602.0,Jason Segel,"actor,soundtrack,writer",2014-07-18 00:00:00,2014,94.0,Sony Pict…,"3,062"
i origins,"drama,romance,sci-fi",33.65,336472.0,1000000.0,27682.0,7.5,53266.0,Mike Cahill,"visual_effects,editor,director",2014-07-18 00:00:00,2014,106.0,Fox Searc…,122
hercules,"action,adventure,fantasy",72.69,72688614.0,100000000.0,29800263.0,5.8,69946.0,Evan Spiliotopoulos,"writer,miscellaneous,producer",2014-07-25 00:00:00,2014,98.0,Paramount…,"3,595"
and so it goes,"comedy,drama,romance",84.23,15160801.0,18000000.0,4642329.0,5.85,5930.0,Mark Andrus,writer,2014-07-25 00:00:00,2014,94.0,Clarius E…,"1,816"
guardians of the galaxy,"action,adventure,comedy",195.98,333172112.0,170000000.0,94320883.0,8.0,483176.0,Steve Gerber,"miscellaneous,writer",2014-08-01 00:00:00,2014,121.0,Walt Disney,"4,088"
teenage mutant ninja turtles,"action,adventure,comedy",152.96,191204754.0,125000000.0,65575105.0,5.8,98239.0,Josh Appelbaum,"producer,writer,camera_department",2014-08-08 00:00:00,2014,101.0,Paramount…,"3,980"
into the storm,"action,adventure,drama",95.2,47602194.0,50000000.0,17346427.0,5.8,31031.0,John Swetnam,"writer,producer,director",2014-08-08 00:00:00,2014,89.0,Warner Bros.,"3,434"
the hundred-foot journey,"comedy,drama",246.52,54235441.0,22000000.0,10979290.0,7.3,35173.0,Steven Knight,"writer,producer,director",2014-08-08 00:00:00,2014,122.0,Walt Disney,"2,167"
the expendables 3,"action,adventure,thriller",39.32,39322544.0,100000000.0,15879645.0,6.1,79654.0,Sylvester Stallone,"actor,writer,producer",2014-08-15 00:00:00,2014,126.0,Lionsgate,"3,221"
sin city: a dame to kill for,"crime,thriller",21.17,13757804.0,65000000.0,6317683.0,6.4,71438.0,Frank Miller,"writer,producer,actor",2014-08-22 00:00:00,2014,102.0,Weinstein…,"2,894"
if i stay,"drama,fantasy,music",458.86,50474843.0,11000000.0,15679190.0,7.1,55164.0,Shauna Cross,"writer,casting_department,producer",2014-08-22 00:00:00,2014,107.0,Warner Bros.,"3,157"
when the game stands tall,"drama,family,sport",200.85,30127963.0,15000000.0,8381509.0,6.65,7341.0,Scott Marshall Smith,"writer,director,producer",2014-08-22 00:00:00,2014,115.0,Sony Pict…,"2,766"
the november man,"action,crime,thriller",166.79,25018119.0,15000000.0,7911597.0,6.199999999999999,30072.0,Bill Granger,writer,2014-08-27 00:00:00,2014,108.0,Relativity,"2,776"
"as above, so below","adventure,horror,mystery",424.45,21222315.0,5000000.0,8632820.0,6.2,34106.0,John Erick Dowdle,"director,writer,producer",2014-08-29 00:00:00,2014,93.0,Universal,"2,650"
the homesman,"drama,western",15.19,2429989.0,16000000.0,45433.0,6.55,14056.0,Tommy Lee Jones,"actor,director,soundtrack",2014-08-29 00:00:00,2014,122.0,Roadside …,222
falcon rising,"action,adventure",0.26,11774.0,4500000.0,8691.0,5.8,3540.0,Y.T. Parazi,writer,2014-09-05 00:00:00,2014,103.0,Freestyle…,10
frontera,"drama,thriller,western",2.6,59696.0,2300000.0,10962.0,6.449999999999999,3470.0,Louis Moulinet,"art_department,actor,writer",2014-09-05 00:00:00,2014,103.0,Magnolia …,14
the drop,"crime,drama",85.11,10724389.0,12600000.0,4104552.0,6.9,66688.0,Dennis Lehane,"writer,producer,actor",2014-09-12 00:00:00,2014,106.0,Fox Searc…,"1,192"
no good deed,"action,crime,drama",398.06,52543632.0,13200000.0,24250283.0,5.699999999999999,8165.0,Aimee Lagos,"writer,producer,miscellaneous",2014-09-12 00:00:00,2014,84.0,Sony Pict…,"2,175"
the skeleton twins,"comedy,drama,romance",528.43,5284309.0,1000000.0,380691.0,6.75,18593.0,Mark Heyman,"writer,producer,director",2014-09-12 00:00:00,2014,93.0,Lionsgate…,461
dolphin tale 2,"drama,family",116.73,42024533.0,36000000.0,15873397.0,6.550000000000001,3876.0,Charles Martin Smith,"actor,director,writer",2014-09-12 00:00:00,2014,107.0,Warner Bros.,"3,656"
the maze runner,"action,mystery,sci-fi",301.26,102427862.0,34000000.0,32512804.0,6.949999999999999,198832.0,Grant Pierce Myers,"writer,miscellaneous,camera_department",2014-09-19 00:00:00,2014,113.0,20th Cent…,"3,638"
a walk among the tombstones,"action,crime,drama",92.92,26017685.0,28000000.0,12758780.0,6.4,53400.0,Lawrence Block,"writer,producer,actor",2014-09-19 00:00:00,2014,114.0,Universal,"2,714"
this is where i leave you,"comedy,drama",171.48,34296320.0,20000000.0,11558149.0,6.6,32948.0,Jonathan Tropper,"writer,producer,director",2014-09-19 00:00:00,2014,103.0,Warner Bros.,"2,868"
tusk,"comedy,drama,horror",60.73,1821983.0,3000000.0,846831.0,5.3,20714.0,Kevin Smith,"producer,writer,actor",2014-09-19 00:00:00,2014,102.0,A24,602
not cool,"comedy,drama,romance",4.46,35688.0,800000.0,10329.0,4.35,2569.0,Dan Schoffer,"actor,writer",2014-09-23 00:00:00,2014,93.0,Starz Media,1
the equalizer,"action,crime,thriller",184.6,101530738.0,55000000.0,34137828.0,7.2,153645.0,Michael Sloan,"writer,producer,miscellaneous",2014-09-26 00:00:00,2014,132.0,Sony Pict…,"3,236"
the boxtrolls,"adventure,animation,comedy",84.73,50837305.0,60000000.0,17275239.0,6.75,25889.0,Irena Brignull,"miscellaneous,writer",2014-09-26 00:00:00,2014,96.0,Focus Fea…,"3,464"
two night stand,"comedy,romance",0.97,15600.0,1600000.0,15600.0,6.45,30875.0,Mark Hammer,"writer,producer",2014-09-26 00:00:00,2014,86.0,Entertain…,5
gone girl,"drama,mystery,thriller",275.03,167767189.0,61000000.0,37513109.0,8.0,386025.0,Gillian Flynn,"writer,producer,actress",2014-10-03 00:00:00,2014,149.0,20th Cent…,"3,284"
dracula untold,"action,drama,fantasy",79.99,55991880.0,70000000.0,23514615.0,6.25,84274.0,Bram Stoker,"writer,miscellaneous",2014-10-03 00:00:00,2014,92.0,Universal,"2,900"
annabelle,"horror,mystery,thriller",1296.52,84273813.0,6500000.0,37134255.0,5.5,62698.0,Gary Dauberman,"writer,producer,director",2014-10-03 00:00:00,2014,99.0,Warner Bros.,"3,215"
left behind,"action,drama,fantasy",87.62,14019924.0,16000000.0,6300146.0,3.55,17114.0,Jerry B. Jenkins,"writer,producer",2014-10-03 00:00:00,2014,110.0,Freestyle…,"1,887"
the judge,"crime,drama",94.24,47119388.0,50000000.0,13116226.0,7.35,82654.0,David Dobkin,"producer,director,writer",2014-10-10 00:00:00,2014,141.0,Warner Bros.,"3,003"
kill the messenger,"biography,crime,drama",49.02,2450846.0,5000000.0,941809.0,6.8,20869.0,Peter Landesman,"writer,director,producer",2014-10-10 00:00:00,2014,112.0,Focus Fea…,427
addicted,drama,347.82,17390770.0,5000000.0,7485346.0,6.25,64.0,Dan Jenski,"writer,producer,production_manager",2014-10-10 00:00:00,2017,109.0,Lionsgate,"1,037"
addicted,"drama,thriller",347.82,17390770.0,5000000.0,7485346.0,5.25,3871.0,Ernie Barbarash,"director,producer,writer",2014-10-10 00:00:00,2014,106.0,Lionsgate,"1,037"
fury,"action,drama,war",107.27,85817906.0,80000000.0,23702421.0,7.5,194323.0,David Ayer,"writer,director,producer",2014-10-17 00:00:00,2014,134.0,Sony Pict…,"3,313"
camp x-ray,"drama,war",0.98,9837.0,1000000.0,1316.0,6.85,18659.0,Peter Sattler,"art_department,director,writer",2014-10-17 00:00:00,2014,117.0,IFC Films,7
the book of life,"adventure,animation,comedy",100.3,50151543.0,50000000.0,17005218.0,7.35,30357.0,Doug Langdale,"writer,miscellaneous,producer",2014-10-17 00:00:00,2014,95.0,20th Cent…,"3,113"
the best of me,"drama,romance",102.95,26766213.0,26000000.0,10003827.0,7.0,30631.0,J. Mills Goodloe,"miscellaneous,writer,actor",2014-10-17 00:00:00,2014,118.0,Relativity,"2,936"
rudderless,"comedy,drama,music",1.12,56001.0,5000000.0,37440.0,7.45,8226.0,William H. Macy,"actor,writer,soundtrack",2014-10-17 00:00:00,2014,105.0,Samuel Go…,18
dear white people,"comedy,drama,romance",352.33,4404154.0,1250000.0,347959.0,6.1,11808.0,Justin Simien,"writer,producer,director",2014-10-17 00:00:00,2014,108.0,Lionsgate…,392
john wick,"action,crime,thriller",143.46,43037835.0,30000000.0,14415922.0,7.300000000000001,230011.0,Derek Kolstad,"writer,producer",2014-10-24 00:00:00,2014,101.0,Lionsgate,"2,589"
ouija,"horror,mystery,thriller",1017.12,50856010.0,5000000.0,19875995.0,4.8,22862.0,Stiles White,"special_effects,writer,producer",2014-10-24 00:00:00,2014,89.0,Universal,"2,899"
23 blast,"drama,family,sport",54.92,549185.0,1000000.0,337091.0,6.5,799.0,Bram Hoover,"actor,writer,producer",2014-10-24 00:00:00,2014,98.0,Abramoram…,617
nightcrawler,"crime,drama,thriller",380.96,32381218.0,8500000.0,10441000.0,7.800000000000001,205168.0,Dan Gilroy,"writer,director,producer",2014-10-31 00:00:00,2014,117.0,Open Road,"2,766"
st. vincent,"comedy,drama",339.52,44137712.0,13000000.0,109878.0,7.199999999999999,45220.0,Theodore Melfi,"producer,director,writer",2014-10-31 00:00:00,2014,102.0,Weinstein…,"2,552"
interstellar,"adventure,drama,sci-fi",113.95,188017894.0,165000000.0,47510360.0,8.399999999999999,658965.0,Christopher Nolan,"writer,producer,director",2014-11-05 00:00:00,2014,169.0,Paramount…,"3,561"
big hero 6,"action,adventure,animation",134.87,222527828.0,165000000.0,56215889.0,7.8,190690.0,Robert L. Baird,"writer,producer,miscellaneous",2014-11-07 00:00:00,2014,102.0,Walt Disney,"3,773"
skin trade,documentary,0.01,1242.0,9000000.0,162.0,7.2,63.0,Shannon Keith,"writer,producer,director",2014-11-07 00:00:00,2010,78.0,Magnolia …,1
rosewater,"biography,drama",31.29,3128941.0,10000000.0,1154303.0,6.65,4978.0,Maziar Bahari,"director,producer,writer",2014-11-07 00:00:00,2014,103.0,Open Road,371
dumb and dumber to,"adventure,comedy",215.52,86208010.0,40000000.0,36111775.0,5.55,60244.0,Mike Cerrone,"actor,writer,production_manager",2014-11-14 00:00:00,2014,109.0,Universal,"3,188"
beyond the lights,"drama,music,romance",208.84,14618727.0,7000000.0,6200284.0,6.95,7180.0,Gina Prince-Bythewood,"writer,producer,director",2014-11-14 00:00:00,2014,116.0,Relativity,"1,789"
the hunger games: mockingjay - part 1,"action,adventure,sci-fi",269.71,337135885.0,125000000.0,121897634.0,6.699999999999999,194568.0,Peter Craig,"writer,actor,producer",2014-11-21 00:00:00,2014,123.0,Lionsgate,"4,151"
penguins of madagascar,"adventure,animation,comedy",63.14,83350911.0,132000000.0,25447444.0,6.550000000000001,37412.0,Mark Burton,"writer,miscellaneous,producer",2014-11-26 00:00:00,2014,92.0,20th Cent…,"3,775"
horrible bosses 2,"comedy,crime",136.11,54445357.0,40000000.0,15457418.0,6.25,73511.0,Michael Markowitz,"producer,writer,miscellaneous",2014-11-26 00:00:00,2014,108.0,Warner Bros.,"3,400"
the theory of everything,"biography,drama,romance",239.29,35893537.0,15000000.0,208763.0,7.800000000000001,183973.0,Anthony McCarten,"writer,producer,director",2014-11-26 00:00:00,2014,123.0,Focus Fea…,"1,220"
the babadook,"drama,horror",47.54,950792.0,2000000.0,30007.0,6.6,87469.0,Jennifer Kent,"actress,director,writer",2014-11-28 00:00:00,2014,94.0,IFC Midnight,80
still alice,drama,373.13,18656400.0,5000000.0,212000.0,7.5,59389.0,Richard Glatzer,"miscellaneous,producer,writer",2014-12-05 00:00:00,2014,101.0,Sony Pict…,"1,318"
wild,"adventure,biography,drama",252.54,37880356.0,15000000.0,606810.0,7.05,55796.0,Nick Hornby,"writer,producer,soundtrack",2014-12-05 00:00:00,2014,115.0,Fox Searc…,"1,361"
exodus: gods and kings,"action,adventure,drama",46.44,65014513.0,140000000.0,24115934.0,5.85,76883.0,Steven Zaillian,"writer,producer,director",2014-12-12 00:00:00,2014,150.0,20th Cent…,"3,503"
top five,"comedy,romance",210.98,25317379.0,12000000.0,6896593.0,6.35,12512.0,Chris Rock,"producer,actor,writer",2014-12-12 00:00:00,2014,102.0,Paramount…,"1,426"
the hobbit: the battle of the five armies,"adventure,fantasy",102.05,255119788.0,250000000.0,54724334.0,7.35,223506.0,Peter Jackson,"producer,director,writer",2014-12-17 00:00:00,2014,144.0,Warner Bros.,"3,875"
the imitation game,"biography,drama,thriller",607.5,91125143.0,15000000.0,479352.0,8.05,315615.0,Andrew Hodges,writer,2014-12-19 00:00:00,2014,114.0,Weinstein…,"2,402"
night at the museum: secret of the tomb,"adventure,comedy,family",89.56,113746621.0,127000000.0,17100520.0,6.15,48319.0,Mark Friedman,"writer,producer,sound_department",2014-12-19 00:00:00,2014,98.0,20th Cent…,"3,914"
annie,"comedy,drama,family",132.17,85911262.0,65000000.0,15861939.0,5.699999999999999,16005.0,Aline Brosh McKenna,"writer,producer,soundtrack",2014-12-19 00:00:00,2014,118.0,Sony Pict…,"3,197"
american sniper,"action,biography,drama",603.67,350126372.0,58000000.0,633456.0,7.35,204786.0,Jason Hall,"actor,writer,producer",2014-12-25 00:00:00,2014,133.0,Warner Bros.,"3,885"
unbroken,"biography,drama,sport",177.9,115637895.0,65000000.0,30621445.0,7.300000000000001,66110.0,Ethan Coen,"producer,writer,director",2014-12-25 00:00:00,2014,137.0,Universal,"3,301"
big eyes,"biography,crime,drama",144.82,14482031.0,10000000.0,3001738.0,7.0,39800.0,Scott Alexander,"writer,producer,director",2014-12-25 00:00:00,2014,106.0,Weinstein…,"1,408"
